"","gbif_id","taxon_name","decimal_latitude","decimal_longitude"
"2",1809986405,"Rangifer_tarandus",62.814896,9.294274
"3",1809986281,"Rangifer_tarandus",62.513704,9.743799
"4",1809986280,"Rangifer_tarandus",62.365575,9.483108
"5",1809986257,"Rangifer_tarandus",62.364004,9.40718
"6",1809986205,"Rangifer_tarandus",62.490109,10.342874
"7",1809986100,"Rangifer_tarandus",62.541845,7.930856
"8",1809986093,"Rangifer_tarandus",65.774603,14.235572
"10",1809985946,"Rangifer_tarandus",62.512796,9.745796
"18",1809985651,"Rangifer_tarandus",62.635657,9.097499
"20",1809985618,"Rangifer_tarandus",65.386654,13.874053
"24",1809985519,"Rangifer_tarandus",62.441551,9.749077
"25",1809985494,"Rangifer_tarandus",62.513432,9.744297
"26",1809985488,"Rangifer_tarandus",62.414817,9.379145
"27",1809985482,"Rangifer_tarandus",62.662937,9.713966
"33",1809985137,"Rangifer_tarandus",62.363697,8.130447
"36",1809985056,"Rangifer_tarandus",65.323287,13.819333
"37",1809984980,"Rangifer_tarandus",63.002899,9.591348
"43",1809984677,"Rangifer_tarandus",62.639862,9.405459
"44",1809984658,"Rangifer_tarandus",62.36162,9.415321
"45",1809984636,"Rangifer_tarandus",62.369976,9.364316
"64",1809983828,"Rangifer_tarandus",62.543196,8.125216
"67",1809983684,"Rangifer_tarandus",62.725141,9.293381
"73",1809983343,"Rangifer_tarandus",62.739496,9.583138
"75",1809983225,"Rangifer_tarandus",62.485743,9.758819
"79",1809983086,"Rangifer_tarandus",62.510289,9.744684
"80",1809982949,"Rangifer_tarandus",63.971539,10.736207
"89",1809982779,"Rangifer_tarandus",65.412991,13.815299
"95",1809982638,"Rangifer_tarandus",62.999281,9.598185
"96",1809982637,"Rangifer_tarandus",62.447621,9.757077
"103",1809982423,"Rangifer_tarandus",63.40181,11.602873
"111",1809982178,"Rangifer_tarandus",62.751661,9.273089
"114",1809982007,"Rangifer_tarandus",62.364664,10.388092
"121",1809981686,"Rangifer_tarandus",62.359906,9.415046
"128",1809981550,"Rangifer_tarandus",62.54516,9.584193
"130",1809981433,"Rangifer_tarandus",62.474346,9.771447
"135",1809981325,"Rangifer_tarandus",62.639107,9.405526
"136",1809981294,"Rangifer_tarandus",62.823829,9.313988
"137",1809981167,"Rangifer_tarandus",62.445335,9.220883
"139",1809981160,"Rangifer_tarandus",65.684892,14.238219
"173",190469750,"Rangifer_tarandus",61.94075,7.98071
"176",190469747,"Rangifer_tarandus",62.12133,9.45125
"185",190469735,"Rangifer_tarandus",65.65165,12.63217
"187",190469731,"Rangifer_tarandus",60.2384,6.93058
"188",190469725,"Rangifer_tarandus",61.70257,8.94506
