"","gbif_id","taxon_name","decimal_latitude","decimal_longitude"
"28",1934855541,"Sus_scrofa",45.245806,29.13286
"29",1934855535,"Sus_scrofa",45.145234,29.637915
"30",1934855524,"Sus_scrofa",45.100272,29.635843
"32",1934855513,"Sus_scrofa",45.195795,29.385621
"33",1934855509,"Sus_scrofa",45.155851,29.129501
"35",1934855505,"Sus_scrofa",44.225789,28.031438
"36",1934855504,"Sus_scrofa",44.22733,27.843652
"37",1934855484,"Sus_scrofa",44.713372,28.671322
"38",1934855482,"Sus_scrofa",45.150825,29.383743
"39",1934855480,"Sus_scrofa",44.182763,27.780459
"40",1934855479,"Sus_scrofa",45.207317,28.749398
"41",1934855476,"Sus_scrofa",44.921862,29.564312
"42",1934855467,"Sus_scrofa",45.200829,29.131179
"45",1934855461,"Sus_scrofa",44.094679,27.404513
"46",1934855459,"Sus_scrofa",45.294197,28.943371
"47",1934855457,"Sus_scrofa",45.165941,28.493634
"48",1934855453,"Sus_scrofa",44.183549,27.655353
"49",1934855449,"Sus_scrofa",45.296296,28.815903
"52",1934855424,"Sus_scrofa",45.208275,28.685756
"53",1934855419,"Sus_scrofa",44.760146,28.546316
"54",1934855418,"Sus_scrofa",45.293095,29.0071
"55",1934855416,"Sus_scrofa",45.019718,29.187908
"56",1934855415,"Sus_scrofa",45.030113,28.55357
"57",1934855408,"Sus_scrofa",44.895131,28.54993
"58",1934855400,"Sus_scrofa",45.067059,29.062685
"59",1934855398,"Sus_scrofa",44.717555,28.35579
"60",1934855397,"Sus_scrofa",45.15925,28.938777
"61",1934855396,"Sus_scrofa",44.943287,28.297715
"62",1934855394,"Sus_scrofa",44.895973,28.486627
"63",1934855390,"Sus_scrofa",45.113171,29.000781
"64",1934855375,"Sus_scrofa",45.024299,28.934215
"65",1934855370,"Sus_scrofa",44.935383,28.867857
"66",1934855369,"Sus_scrofa",45.122538,28.365349
"67",1934855367,"Sus_scrofa",45.118296,28.683104
"68",1934855364,"Sus_scrofa",44.755433,28.862049
"69",1934855363,"Sus_scrofa",44.757423,28.735765
"70",1934855352,"Sus_scrofa",44.897551,28.360013
"71",1934855347,"Sus_scrofa",45.029232,28.617019
"72",1934855343,"Sus_scrofa",44.989658,28.171904
"73",1934855312,"Sus_scrofa",45.304654,28.178377
"74",1934855309,"Sus_scrofa",44.71515,28.545117
"76",1802523926,"Sus_scrofa",41.411474,2.1264
"77",1676463199,"Sus_scrofa",41.6,-1.15
"78",1676463024,"Sus_scrofa",39.05,-1.05
"79",1436990849,"Sus_scrofa",50.400136,5.600025
"80",1436990133,"Sus_scrofa",49.8,5.166667
"84",1436989490,"Sus_scrofa",49.79,5.07
"85",1436980174,"Sus_scrofa",49.733333,5.333333
"95",1436977918,"Sus_scrofa",50.666667,4.883333
"101",1436977215,"Sus_scrofa",49.916667,5.383333
"102",1436971126,"Sus_scrofa",50.166667,5.083333
"103",1436969376,"Sus_scrofa",50.416667,5
"109",1436963839,"Sus_scrofa",50.207,5.355
"110",1436955929,"Sus_scrofa",50.016667,5.383333
"114",1436941848,"Sus_scrofa",50.15,5.116667
"117",1257423772,"Sus_scrofa",41.614761,0.626784
"118",1257423766,"Sus_scrofa",41.26205,1.171125
"119",1257423765,"Sus_scrofa",41.542101,2.113898
"121",1257423719,"Sus_scrofa",41.61674,0.62218
"122",1257422636,"Sus_scrofa",41.610503,1.84527
"123",1257422393,"Sus_scrofa",41.422343,1.99699
"124",1257422369,"Sus_scrofa",41.38256,2.177135
"127",1257421238,"Sus_scrofa",41.393419,2.009948
"129",1257420732,"Sus_scrofa",41.7079,1.6318
"157",865747922,"Sus_scrofa",46.72432,6.5892
"158",865747871,"Sus_scrofa",46.26946,6.07734
"161",865747859,"Sus_scrofa",46.18099,6.20909
"164",865747854,"Sus_scrofa",46.27094,6.20705
"188",865747822,"Sus_scrofa",46.45086,6.20296
"202",865747803,"Sus_scrofa",46.1795,6.07959
"214",865747771,"Sus_scrofa",46.17787,5.95009
"218",858412131,"Sus_scrofa",41.472839,2.083267
"221",858411668,"Sus_scrofa",41.491032,2.137497
"223",858410350,"Sus_scrofa",42.0793,1.1826
"224",858406768,"Sus_scrofa",41.750307,2.123079
"225",858404004,"Sus_scrofa",41.381583,2.075068
"226",858402072,"Sus_scrofa",41.451818,1.972476
"230",858397905,"Sus_scrofa",41.87131,0.71934
"235",858395702,"Sus_scrofa",41.601231,2.02752
"275",243790234,"Sus_scrofa",37.167999,-2.836
"276",243790233,"Sus_scrofa",37.221001,-2.329
"277",243790232,"Sus_scrofa",37.356998,-2.734
"280",243790229,"Sus_scrofa",37.099998,-2.94
"285",243790223,"Sus_scrofa",37.860001,-2.243
"394",243790101,"Sus_scrofa",37.176998,-3.163
"405",243790089,"Sus_scrofa",37.698002,-2.211
"412",243790081,"Sus_scrofa",36.834,-2.433
"424",243790068,"Sus_scrofa",37.139,-6.382
