"","gbif_id","taxon_name","decimal_latitude","decimal_longitude"
"1",1990602377,"Bos_javanicus",-7.844692,114.341714
"3",1880589853,"Bos_javanicus",-8.729456,114.494528
"4",1838388134,"Bos_javanicus",15.712949,99.318551
"5",1699365726,"Bos_javanicus",15.562733,99.383756
"6",1677302492,"Bos_javanicus",4.664343,102.033351
"7",1571066587,"Bos_javanicus",13.49463,104.646403
"8",1457585062,"Bos_javanicus",13.464541,104.697616
"9",1453510148,"Bos_javanicus",-7.967703,114.436802
"10",1227725773,"Bos_javanicus",15.550947,99.351909
"11",1227725738,"Bos_javanicus",15.437325,99.320968
"12",665916264,"Bos_javanicus",11.2,107.266663
"13",665913572,"Bos_javanicus",10.75,106.666657
"14",476828089,"Bos_javanicus",14.08362,105.780291
"15",476827903,"Bos_javanicus",13.766706,105.405869
"16",476827901,"Bos_javanicus",3.5963,98.7197
