"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",80989,"Bos grunniens",48.973972,9.873843
"2",80989,"Bos grunniens",32,90
"3",80989,"Bos grunniens",27.7,88.75
"4",80989,"Bos grunniens",46.503769,11.75168
"5",80989,"Bos grunniens",41.750824,75.176697
"6",80989,"Bos grunniens",29.141491,88.799011
"7",80989,"Bos grunniens",50.386414,9.292717
"8",80989,"Bos grunniens",28.192907,85.551064
"9",80989,"Bos grunniens",47,98
"10",80989,"Bos grunniens",46.61705,9.426098
"15",80989,"Bos grunniens",48.962837,9.901943
