"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",80902,"Madoqua guentheri",0.291469,36.897899
"2",80902,"Madoqua guentheri",0.632453,37.34972
"3",80902,"Madoqua guentheri",1.09897,37.56249
"4",80902,"Madoqua guentheri",1.03218,37.50031
"5",80902,"Madoqua guentheri",1.04201,37.49016
"6",80902,"Madoqua guentheri",0.60459,36.86233
"7",80902,"Madoqua guentheri",1.1895,37.55325
"8",80902,"Madoqua guentheri",0.77213,37.60764
"9",80902,"Madoqua guentheri",1.05729,37.50849
"10",80902,"Madoqua guentheri",1.26957,37.59851
"11",80902,"Madoqua guentheri",0.58955,36.83361
"12",80902,"Madoqua guentheri",1.11208,36.92263
"13",80902,"Madoqua guentheri",0.65721,36.84479
"14",80902,"Madoqua guentheri",0.74344,37.6251
"15",80902,"Madoqua guentheri",1.78588,37.39087
"16",80902,"Madoqua guentheri",0.80684,37.60817
"17",80902,"Madoqua guentheri",0.40084,36.83439
"18",80902,"Madoqua guentheri",1.21721,37.49019
"19",80902,"Madoqua guentheri",1.86735,37.18565
"20",80902,"Madoqua guentheri",1.21366,37.65247
"21",80902,"Madoqua guentheri",1.16201,37.49017
"22",80902,"Madoqua guentheri",1.26921,37.52624
"23",80902,"Madoqua guentheri",0.572262,37.538068
"24",80902,"Madoqua guentheri",0.28413,36.9102
"25",80902,"Madoqua guentheri",0.183252,37.021273
"26",80902,"Madoqua guentheri",0.324834,36.90452
"27",80902,"Madoqua guentheri",0.423248,36.246809
"28",80902,"Madoqua guentheri",0.296554,36.078647
"29",80902,"Madoqua guentheri",0.294591,36.900158
"30",80902,"Madoqua guentheri",5.01981,36.263122
"31",80902,"Madoqua guentheri",5.733019,36.410997
"32",80902,"Madoqua guentheri",5.900189,37.880859
"33",80902,"Madoqua guentheri",0.316667,32.583333
"34",80902,"Madoqua guentheri",1.4,35.56667
"35",80902,"Madoqua guentheri",2.13333,36.85
"37",80902,"Madoqua guentheri",2.71667,36.93333
"38",80902,"Madoqua guentheri",0.290192,36.897011
"39",80902,"Madoqua guentheri",5.268743,39.616699
"40",80902,"Madoqua guentheri",5.911117,39.034424
"42",80902,"Madoqua guentheri",6.5,42.6333
"43",80902,"Madoqua guentheri",0.244703,36.086826
