"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",81016,"Syncerus caffer",-0.53333,37.45
"2",81016,"Syncerus caffer",-2.08333,34.61667
"3",81016,"Syncerus caffer",-19.5,23
"4",81016,"Syncerus caffer",-3.58333,35.83333
"9",81016,"Syncerus caffer",-0.35,36.9
"10",81016,"Syncerus caffer",-1.457877,29.492654
"11",81016,"Syncerus caffer",-22.422817,31.229868
"12",81016,"Syncerus caffer",-1.502163,35.110261
"13",81016,"Syncerus caffer",-2.332577,34.532776
"14",81016,"Syncerus caffer",-7.265387,37.154283
"15",81016,"Syncerus caffer",-1.341552,36.813197
"16",81016,"Syncerus caffer",-1.412365,34.91524
"17",81016,"Syncerus caffer",-1.365818,35.313412
"18",81016,"Syncerus caffer",-0.092236,30.039668
"19",81016,"Syncerus caffer",0.064599,36.872327
"20",81016,"Syncerus caffer",12.517143,2.702703
"21",81016,"Syncerus caffer",12.48932,2.571474
"22",81016,"Syncerus caffer",11.99247,2.21139
"23",81016,"Syncerus caffer",11.98042,2.06234
"24",81016,"Syncerus caffer",11.87904,2.30478
"25",81016,"Syncerus caffer",11,2
"26",81016,"Syncerus caffer",11.61028,1.36493
"27",81016,"Syncerus caffer",11.9697,2.12656
"28",81016,"Syncerus caffer",12,2
"29",81016,"Syncerus caffer",12.107792,2.390781
"30",81016,"Syncerus caffer",11.96334,2.40601
"31",81016,"Syncerus caffer",12.263504,2.291904
"32",81016,"Syncerus caffer",12.25524,2.22986
"33",81016,"Syncerus caffer",12.33216,2.39438
"34",81016,"Syncerus caffer",11.744536,2.211856
"35",81016,"Syncerus caffer",-22.660069,30.969828
"36",81016,"Syncerus caffer",11.171108,1.571639
"37",81016,"Syncerus caffer",11.102162,1.752754
"38",81016,"Syncerus caffer",-0.872445,36.351558
"39",81016,"Syncerus caffer",-0.884063,36.323445
"40",81016,"Syncerus caffer",-28.21983,31.951865
"41",81016,"Syncerus caffer",12.143583,2.312389
"42",81016,"Syncerus caffer",12.258583,2.401722
"43",81016,"Syncerus caffer",12.037216,2.427979
"44",81016,"Syncerus caffer",11.9305,2.391361
"45",81016,"Syncerus caffer",12.255417,2.393333
"46",81016,"Syncerus caffer",12.168222,2.381417
"48",81016,"Syncerus caffer",12.212083,2.375139
"49",81016,"Syncerus caffer",11.982028,2.446556
"50",81016,"Syncerus caffer",-0.141583,30.028006
"51",81016,"Syncerus caffer",-1.366776,36.789093
"52",81016,"Syncerus caffer",-1.38099,36.876082
"53",81016,"Syncerus caffer",-0.350187,36.083221
"54",81016,"Syncerus caffer",-1.573594,35.202942
"55",81016,"Syncerus caffer",-1.905905,30.716702
"56",81016,"Syncerus caffer",-0.457301,36.719055
"57",81016,"Syncerus caffer",11.298223,1.573733
"58",81016,"Syncerus caffer",-3.167255,35.564804
"59",81016,"Syncerus caffer",-0.5333,37.4667
"60",81016,"Syncerus caffer",0.225219,37.440033
"61",81016,"Syncerus caffer",-4.242058,39.403876
"62",81016,"Syncerus caffer",-0.164072,30.020254
"63",81016,"Syncerus caffer",-13.093043,31.785665
"64",81016,"Syncerus caffer",-13.051808,31.777375
"65",81016,"Syncerus caffer",-24.046465,31.420898
"66",81016,"Syncerus caffer",0.42262,37.34554
"67",81016,"Syncerus caffer",0.328,37.37316
"68",81016,"Syncerus caffer",0.35859,37.00502
"69",81016,"Syncerus caffer",0.46389,37.02194
"70",81016,"Syncerus caffer",0.2846,36.97949
"71",81016,"Syncerus caffer",0.22592,37.02128
"72",81016,"Syncerus caffer",0.64964,37.88564
"73",81016,"Syncerus caffer",0.42524,37.00604
"74",81016,"Syncerus caffer",0.35809,36.94377
"75",81016,"Syncerus caffer",0.56116,37.55871
"76",81016,"Syncerus caffer",0.32637,37.02402
"77",81016,"Syncerus caffer",0.66219,37.76733
"78",81016,"Syncerus caffer",0.69858,37.86772
"79",81016,"Syncerus caffer",0.47613,36.98761
"80",81016,"Syncerus caffer",0.47077,36.97015
"81",81016,"Syncerus caffer",0.57063,37.5472
"82",81016,"Syncerus caffer",0.20482,36.88355
"83",81016,"Syncerus caffer",0.65651,37.76047
"84",81016,"Syncerus caffer",0.37775,36.82498
"85",81016,"Syncerus caffer",0.33424,36.9421
"86",81016,"Syncerus caffer",0.23533,36.95209
"87",81016,"Syncerus caffer",0.30609,36.93398
"88",81016,"Syncerus caffer",0.46103,36.98689
"89",81016,"Syncerus caffer",0.46565,36.95262
"90",81016,"Syncerus caffer",0.27162,36.97036
"91",81016,"Syncerus caffer",0.46668,36.94307
"92",81016,"Syncerus caffer",0.2443,36.94404
"93",81016,"Syncerus caffer",0.22555,37.03124
"94",81016,"Syncerus caffer",0.46052,36.93378
"95",81016,"Syncerus caffer",0.47053,36.97402
"96",81016,"Syncerus caffer",0.69438,36.63793
"97",81016,"Syncerus caffer",0.27969,36.87993
"98",81016,"Syncerus caffer",0.30062,36.87984
"99",81016,"Syncerus caffer",0.70997,36.59851
"100",81016,"Syncerus caffer",0.31532,36.66484
"101",81016,"Syncerus caffer",0.67468,36.45758
"102",81016,"Syncerus caffer",0.47758,36.83876
"103",81016,"Syncerus caffer",0.27636,36.93343
"104",81016,"Syncerus caffer",0.29671,36.75539
"105",81016,"Syncerus caffer",0.75344,36.62982
"106",81016,"Syncerus caffer",0.77028,36.61951
"107",81016,"Syncerus caffer",1.19264,37.96684
"108",81016,"Syncerus caffer",1.07763,36.94294
"109",81016,"Syncerus caffer",0.3244,36.60567
"110",81016,"Syncerus caffer",0.35686,37.06044
"111",81016,"Syncerus caffer",0.22398,36.80905
"112",81016,"Syncerus caffer",0.72245,36.64458
"113",81016,"Syncerus caffer",0.73096,36.61957
"114",81016,"Syncerus caffer",0.3347,36.61821
"115",81016,"Syncerus caffer",0.20527,37.45192
"116",81016,"Syncerus caffer",0.98036,37.52755
"117",81016,"Syncerus caffer",0.27798,36.7031
"118",81016,"Syncerus caffer",0.080541,36.771997
"119",81016,"Syncerus caffer",0.26417,37.49986
"120",81016,"Syncerus caffer",0.25073,37.40978
"121",81016,"Syncerus caffer",0.29693,37.09617
"122",81016,"Syncerus caffer",0.63257,36.81699
"123",81016,"Syncerus caffer",0.18037,37.44767
"124",81016,"Syncerus caffer",0.8882,37.32951
"125",81016,"Syncerus caffer",-0.155187,36.980791
"126",81016,"Syncerus caffer",0.23362,37.1202
"127",81016,"Syncerus caffer",0.69507,36.68961
"128",81016,"Syncerus caffer",0.79139,38.44175
"129",81016,"Syncerus caffer",0.79965,38.44091
"130",81016,"Syncerus caffer",0.054417,36.908258
"131",81016,"Syncerus caffer",0.82019,38.11948
"132",81016,"Syncerus caffer",0.81594,38.44546
"133",81016,"Syncerus caffer",0.508187,36.322593
"134",81016,"Syncerus caffer",0.9718,37.54755
"135",81016,"Syncerus caffer",0.029901,36.968034
"136",81016,"Syncerus caffer",-0.188967,36.919271
"137",81016,"Syncerus caffer",0.58121,37.54489
"138",81016,"Syncerus caffer",0.79882,38.40656
"139",81016,"Syncerus caffer",0.090626,36.841852
"140",81016,"Syncerus caffer",0.27384,37.31081
"141",81016,"Syncerus caffer",0.081791,36.745217
"142",81016,"Syncerus caffer",0.78533,37.64374
"143",81016,"Syncerus caffer",-0.187385,36.90858
"144",81016,"Syncerus caffer",0.8949,37.85944
"145",81016,"Syncerus caffer",0.656723,36.375829
"146",81016,"Syncerus caffer",0.549966,36.35074
"147",81016,"Syncerus caffer",-0.183914,36.941727
"148",81016,"Syncerus caffer",0.036891,36.921267
"149",81016,"Syncerus caffer",0.054835,36.941265
"150",81016,"Syncerus caffer",0.099429,36.869978
