gbif_id,taxon_name,decimal_latitude,decimal_longitude
1637917522,Capra hircus,-32.63593,135.97742
1637914305,Capra hircus,-32.3797,139.15114
1069698154,Capra hircus,-34.01786,146.232199
1637856717,Capra hircus,-31.702,138.47586
1074596447,Capra hircus,-34.112548,142.621171
1451840263,Capra hircus,-33.410179,142.427886
1637855762,Capra hircus,-30.42808,139.0055
1637843950,Capra hircus,-31.9251,138.12151
1637843861,Capra hircus,-31.93076,138.11937
1637898978,Capra hircus,-31.86,138.32
1637898056,Capra hircus,-31.86,138.19
1637898463,Capra hircus,-31.96806,138.28302
1637856130,Capra hircus,-32.15318,138.07898
1457329863,Capra hircus,-30.558508,150.199349
1637856171,Capra hircus,-31.47211,138.82079
1069970032,Capra hircus,-34.42782,150.839643
1655841972,Capra hircus,-37.387642,144.576416
1637866326,Capra hircus,-30.50455,139.3311
1637845836,Capra hircus,-32.13831,140.18764
1637877258,Capra hircus,-32.04596,138.09984
1637825122,Capra hircus,-31.22345,138.87193
1838339875,Capra hircus,-46.524215,168.288111
1457329114,Capra hircus,-30.384377,150.270992
1637839530,Capra hircus,-33.13037,140.57249
1637898029,Capra hircus,-31.86428,138.19193
1916312974,Capra hircus,-30.663339,148.91958
1637843769,Capra hircus,-31.97594,138.08804
1074852157,Capra hircus,-34.336724,150.082523
1637905921,Capra hircus,-30.89094,138.61888
1637860373,Capra hircus,-32.06233,138.01692
1637859685,Capra hircus,-32.30595,137.98168
1071686661,Capra hircus,-31.304,142.311015
1637855299,Capra hircus,-32.01841,138.01805
1637881015,Capra hircus,-31.91019,138.12546
1637865688,Capra hircus,-32.18696,138.02421
1637902741,Capra hircus,-31.85476,138.35338
1637926922,Capra hircus,-32.14241,140.20435
1637843941,Capra hircus,-31.9783,138.12002
1074610556,Capra hircus,-32.732499,148.330979
1637843739,Capra hircus,-31.98331,138.08498
1637865989,Capra hircus,-32.03194,138.04079
1637922194,Capra hircus,-31.04205,138.78831
1637856048,Capra hircus,-31.61517,138.58583
1452634275,Capra hircus,-32.820942,151.69686
1637789764,Capra hircus,-36.05908,136.70711
1637856855,Capra hircus,-30.83162,138.59757
