Aepyceros_melampus,Alcelaphus_buselaphus,Alcelaphus_caama,Alces_alces,Alces_americanus,Ammotragus_lervia,Antidorcas_marsupialis,Antilocapra_americana,Antilope_cervicapra,Axis_axis,Axis_porcinus,Bison_bison,Bison_bonasus,Blastocerus_dichotomus,Bos_frontalis_gaurus,Bos_grunniens_mutus,Bos_javanicus,Bos_taurus_primigenius,Boselaphus_tragocamelus,Bubalus_bubalis_arnee,Budorcas_taxicolor,Camelus_bactrianus,Camelus_dromedarius,Capra_hircus_aegagrus,Capra_ibex,Capra_nubiana,Capra_pyrenaica,Capra_sibirica,Capreolus_capreolus,Capreolus_pygargus,Capricornis_crispus,Capricornis_swinhoei,Catagonus_wagneri,Cephalophus_dorsalis,Cephalophus_jentinki,Cephalophus_natalensis,Cephalophus_niger,Cephalophus_nigrifrons,Cephalophus_rufilatus,Cephalophus_silvicultor,Cephalophus_zebra,Ceratotherium_simum,Cervus_elaphus,Cervus_nippon,Connochaetes_gnou,Connochaetes_taurinus,Dama_dama,Damaliscus_korrigum,Damaliscus_lunatus,Damaliscus_pygargus,Diceros_bicornis,Equus_burchellii,Equus_grevyi,Equus_hemionus,Equus_kiang,Equus_przewalskii,Equus_zebra,Eudorcas_rufifrons,Eudorcas_thomsonii,Gazella_bennettii,Gazella_dorcas,Gazella_gazella,Gazella_subgutturosa,Giraffa_camelopardalis,Hemitragus_jemlahicus,Hippocamelus_antisensis,Hippocamelus_bisulcus,Hippopotamus_amphibius,Hippotragus_equinus,Hippotragus_niger,Hyemoschus_aquaticus,Hylochoerus_meinertzhageni,Kobus_ellipsiprymnus,Kobus_kob,Kobus_leche,Kobus_megaceros,Kobus_vardonii,Lama_glama_guanicoe,Litocranius_walleri,Madoqua_guentheri,Madoqua_kirkii,Madoqua_saltiana,Mazama_americana,Mazama_gouazoubira,Mazama_nana,Mazama_pandora,Mazama_rufina,Mazama_temama,Muntiacus_muntjak,Muntiacus_reevesi,Nanger_granti,Nanger_soemmerringii,Neotragus_batesi,Neotragus_pygmaeus,Odocoileus_hemionus,Odocoileus_virginianus,Oreamnos_americanus,Oreotragus_oreotragus,Oryx_beisa,Oryx_gazella,Oryx_leucoryx,Ourebia_ourebi,Ovibos_moschatus,Ovis_ammon,Ovis_aries_orientalis,Ovis_canadensis,Ovis_dalli,Ozotoceros_bezoarticus,Pecari_tajacu,Pelea_capreolus,Phacochoerus_aethiopicus,Phacochoerus_africanus,Philantomba_maxwellii,Philantomba_monticola,Potamochoerus_larvatus,Potamochoerus_porcus,Procapra_picticaudata,Pseudois_nayaur,Pudu_puda,Rangifer_tarandus,Raphicerus_campestris,Raphicerus_melanotis,Raphicerus_sharpei,Redunca_arundinum,Redunca_fulvorufula,Redunca_redunca,Rhinoceros_unicornis,Rucervus_duvaucelii,Rupicapra_pyrenaica,Rupicapra_rupicapra,Rusa_timorensis,Rusa_unicolor,Sus_barbatus,Sus_cebifrons,Sus_scrofa,Sylvicapra_grimmia,Syncerus_caffer,Tapirus_bairdii,Tapirus_pinchaque,Tapirus_terrestris,Taurotragus_oryx,Tayassu_pecari,Tragelaphus_angasii,Tragelaphus_buxtoni,Tragelaphus_eurycerus,Tragelaphus_imberbis,Tragelaphus_scriptus,Tragelaphus_spekii,Tragelaphus_strepsiceros,Tragulus_kanchil,Tragulus_napu,Vicugna_vicugna
Hippocamelus_bisulcus,3.16134783572286e-05,0.193131908603107,3.81533027393743e-10,0.135191289624866,0.279904198590135,0.00050944738090597,0.0997385048859302,0.0321374394030131,0,3.55265170437491e-06,0.000384366011495274,0.0458948066463249,0.0774137554127059,0,0.00120501281841634,0.14501641216161,0.00189819233161681,0.0188356362086205,0.0115772079110497,0.00100262997832901,0.202673009418372,0.000773417720631664,0.0215090848153626,0.00423983051548582,0.022085926504658,0,0.00052481719193842,0.0950350884476289,0.0427063012902849,0.202911001175121,0.0255253452527655,0.118313004388889,9.31064278120175e-07,0.111368344516817,0,0.00456269018768496,0.0162046924027845,0.00256078886835021,0,0.00114365926298177,0,6.56029998773455e-05,0.0613420504528925,0.0854807480347947,0.00291202382720712,0,0.0281800687578103,0.0444092924705267,0.000152874434965256,0.262352780554968,3.34985937998633e-05,6.46879542249845e-05,0,0,0.0742540340053484,0.033745953638637,4.82227401177315e-06,0,0.0905055682281029,0.0023094173063164,0,2.4915731933195e-06,0,0,0.0840965122793683,0.000493152991012602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippopotamus_amphibius,0.586959744931433,0.113400880304651,0.0469435033904168,0,0,0.0407974810234392,0.0207947876112115,0.00177283603067413,0.284215020875316,0.167887451203134,0.290956008578656,0.0924960312676913,0,0.00313824394601103,0.136980471306638,0.00386852626168765,0.0732948822178029,0,0.0283972782312378,0.153774529470952,0.000584202660586564,0.038521661348311,0.000516861941169178,0.0622125024292913,0.000174301189444837,0,0.00136425005272334,0.00810081164977849,-6.70752342557535e-12,0.065995422586871,0,3.66857635775153e-05,0.216071789387503,0.00532537243680553,0,0.235366103393725,0.0591898075382921,0.000165817521541101,0,0.000277961397897819,0.00954800199178485,0.346275850199902,0,0.168885127398436,0.0125124684824414,0.628782648090658,1.67005964613054e-10,0.150362883380952,0.526050596280657,0.0270756601008213,0.277701291887742,0.393932965884807,0.000441786437063496,0,5.68433049152883e-06,0,0.00641357959916278,0,0.00842558009192884,0.011163492087218,0,0.000223875959691866,0.00341882455011766,0.412025449606635,0.00173773861045701,0.0896977491966768,6.56029998772345e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippotragus_equinus,0.0015641253724854,0.00645881443477658,0.000520967789963467,0,0,0.00190344487751104,2.19241230621225e-05,0,0.0137123581163159,0.0193162377552053,0.00823515297441901,7.7715611723761e-16,0,0.00384922738435489,0.0144990089540455,0.00219582867665313,0.0112070611267115,0,0.00139033845653103,0.00821279836762212,3.71345243933563e-05,0,7.82008444807358e-05,0.0229010184152337,0,0,0,0.00185013991573568,0,0.00359218093253111,0,0,0.00733957960574594,4.71492859041023e-05,0,0.00364514713515762,0.000411265928520921,0,0.150594595542959,1.95290562032824e-06,0.0177929821220459,1.26275164840095e-05,-2.6102497940883e-10,0.000842548197716675,0,0.000968744680108102,0,0.00256156096926929,0.00440752207785722,1.9842613314669e-05,2.01763605311989e-05,0.00113243649935091,0,0.00124566111490731,0,-1.68938640854321e-10,0.010308393548163,0.0465957455377829,0,0.00120748447142327,0,0,0.000224660743268101,0.000357603019001451,0,0.000445525629705013,0,0.00614892403943867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippotragus_niger,0.216261158260653,0.173719317161864,0.0882026095554701,1.39016265165992e-09,-4.44089209850063e-16,0.0121927051125682,0.0542217039141237,0.000713637856448956,0.280090840855113,0.166757146796762,0.26679397437911,0.0002898090917548,-4.44089209850063e-16,0.000482638632238519,0.141107929065993,0.0203725822786336,0.118640118217685,0.000469685366740857,0.0641568291972702,0.123264338572095,0.00939050359432447,0.010540941808419,0.0718882764597147,0.190985637745623,0.00755265290075613,0.000284515518019002,0.000551621589920614,0.0215120470813697,-4.44089209850063e-16,0.0882389157705393,2.39302080712323e-05,7.85256583658578e-05,0.339631854017145,0.00246054006119856,0,0.11199034491877,0.0111581673184429,-4.44089209850063e-16,0.0176538426397039,0.000111411651887994,0.0471225338692135,0.103552842448671,-4.44089209850063e-16,0.0953659682974726,0.0436669897372405,0.161049179513365,-4.44089209850063e-16,0.124666087286994,0.395116370413944,0.0575393111471765,0.0724315407854393,0.129901112188922,1.85400494956411e-09,0.0125970004898516,7.88815774477314e-05,-4.44089209850063e-16,0.000627494811257567,0.00759751961343336,6.41234959851689e-05,0.0299462429778399,0.00878278102274721,0.00340216556833128,0.0727199312638988,0.15295955136105,0.0171749584233035,0.0534644862727601,0.000315402995163527,0.296530584464112,0.0343011446700571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyemoschus_aquaticus,0.0352823672844889,0.00682215737750469,0.000766052574967424,0.00496829008113953,8.9786629627886e-06,0.00314336324333908,0.00253237392817085,0.000661570011725732,0.0153669182674354,0.163016209492293,0.0855519010934387,0.254818623862212,1.11022302462516e-16,0.000557935690102207,0.22137458593298,0.011260525596556,0.22730387732996,1.11022302462516e-16,2.22044604925031e-16,0.16208499840581,0.000237865723943131,0.000553434774130834,2.72640993936868e-05,0.0171082663030079,0.0360577587514395,1.11022302462516e-16,0.00161465345157752,0.00415681885534835,1.50458338883386e-05,0.130990956824121,0.00869652855887337,0.0072498963550538,0.000126140200226832,0.430468871033984,0.108771716619515,0.159326563438235,0.490780579007402,0.0434802100294757,0.00119743565272756,0.506632001049986,0.190837164855959,8.52566603648519e-06,0.000254729627028771,0.117140884032119,0.00317413590077231,0.0174692748360525,1.11022302462516e-16,0.00332412610757638,0.019411466180248,3.49535036903159e-05,0.0563963198495581,0.0525823142777415,0.00345874299115456,1.11022302462516e-16,0.000626481584159677,1.11022302462516e-16,0.00555065132947585,1.49128148153599e-05,0.00624540011996055,1.11022302462516e-16,1.11022302462516e-16,0,0.000108369986458134,0.020611219156341,0.0587195508129381,0.0352677937488822,1.11022302462516e-16,0.0187875788107194,0.0005613387670651,0.00203223268151798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylochoerus_meinertzhageni,0.00172105566556191,0.000603116469875431,0,0.0022634523671009,8.41682197377791e-05,0.000307436493182434,0.000124127918562533,0,0.00346390420857479,0.0314089258076434,0.0399706512210392,0.208651078455916,0.000163025585622756,0,0.099262636276205,0.000688122543380132,0.123884464327737,0,1.11022302462516e-16,0.092297416193162,0.000130036162232727,0,0,0.00276637107421884,0.0183855270220552,9.29730958887376e-10,0.00178521056575132,0.0011778205648636,0.00026641082646961,0.084511745747858,0.0064140511962929,0.00381111019356695,1.36539370885203e-05,0.361393610396059,0.180371348653807,0.174641091020538,0.294251366548537,0.0251201815683544,0.0043285901568807,0.545493637897563,0.124658787869342,1.49452716868836e-09,0.00274606996047511,0.0667790239675025,0.00261212968240088,0.00106501282464755,0.000184499106121505,0.000233746483324748,0.00225177813237287,4.60611155295165e-06,0.00688316921799026,0.00670039118279464,4.01096367776965e-05,0,7.89189186622963e-06,0,0.000632043738470256,1.0864631329488e-05,0.000321902653389383,1.11133185246581e-05,0,1.08980202639941e-09,0,0.00367569214933872,0.0199997677400424,0.00492806561561177,8.27701410344162e-06,0.00273426462213733,0.000264605969316545,0,0.503102174065425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_ellipsiprymnus,0.42982037243297,0.126874992118218,0.027293440227771,1.01579189504264e-09,8.55720827530604e-10,0.0236291808350577,0.0128191995438949,0.0138335083045443,0.254817970029794,0.265738559577321,0.31226350562063,0.148717226754034,4.4633607194644e-06,0.00371948274114475,0.23306959457867,0.00919463673864784,0.15461256220857,1.11022302462516e-16,0.00702029059917442,0.186208030903268,0.00582111313540978,0.0291496433690316,0.000355226225335681,0.0678718325515059,0.00153693015117962,1.11022302462516e-16,0.00683172905258367,0.0170376968502453,8.10621255555866e-05,0.121112567995346,0.000140357126660384,0.000522691359385097,0.158605647778119,0.0282865976912505,1.11022302462516e-16,0.306659274583787,0.113944255007434,0.00117607311856094,0.0192257972199568,0.00612263103879784,0.0135919443468956,0.34348467696557,0.000185212315194305,0.209182860285174,0.076425573727137,0.535233942876784,1.11022302462516e-16,0.169330379078611,0.490348357729271,0.0446939791478798,0.242674453775198,0.333239692420509,0.00123400067711488,1.11022302462516e-16,6.24286127564044e-05,1.11022302462516e-16,0.0143575885719155,0.00154052700911933,0.0103291337875434,0.0033677954935456,1.11022302462516e-16,1.38404535231507e-05,0.00221944781257422,0.343245378912782,0.0158471655350556,0.0809530949457776,7.01325808738495e-05,0.589069206070984,0.019675947714307,0.336501727240928,0.0317154382922377,0.0050414835234992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_kob,0.000923991574919958,0.00526098573736111,0.0463258295144384,0,0,0.0666051578458389,0.00561689564255763,0,0.0211368501466352,0.0390036190502147,0.0192954662817199,7.7715611723761e-16,0,-2.96859070658684e-09,0.0202708427757065,0.000404875621978329,0.0323909018390034,0,1.11022302462516e-16,0.018696870115896,0,0.000809313231926456,0,0.0164047716701543,0,0,-4.06544131692499e-09,0.00172156626971143,0,0.00316192213204425,0,0,0.0224660406541981,0.000560259803112362,0,0.000132975183390727,0.00327165024123355,0,0.174093026986761,0.000220033536152964,0,1.11022302462516e-16,-4.26280166720971e-09,0.00130810992372565,0,8.03358341272542e-06,0,0.00606152090184087,0.0137107293284954,1.4432899320127e-15,0.00703971473424725,0.000519162876467805,0,-4.10364009439945e-09,0,0,0.0152726937111425,0.0924117241058993,0,0,0,0,0.00231622111922392,0.0168319476282152,-4.16105194744887e-09,0.00172124595237333,0,0,0.176288965686224,0.0161080451339892,0.00231054440455258,0.00192740534040547,0.019020518049942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_leche,0.091374628519831,0.172474598613503,0.207068486199515,6.22819123385909e-07,-2.12816075872979e-09,0.026169873700722,0.0902457151417428,0.0306041055127496,0.14443735427763,0.0432966110194328,0.168349023060035,0.000108675546652504,4.03573373064514e-05,0,0.0168933954271437,0.00110168703629976,0.0284293925112421,6.41376570065244e-06,0.0149264517744162,0.0692801206514609,0.000359794275075487,0.0805974852422873,0.164127816358498,0.130589756164454,0.00734385982045538,0.00084341984756231,0.000247776791448384,0.0149469206174101,-4.44089209850063e-16,0.00810066509421614,-4.44089209850063e-16,-4.44089209850063e-16,0.458060422378019,-2.22044604925031e-16,0,0.0323005381651416,0.00419458824479513,-4.44089209850063e-16,0.0112535951512207,0,0.000172916570751469,0.0399641918044574,-4.44089209850063e-16,0.131352724318399,0.000743737118518273,0.17727535777932,-4.44089209850063e-16,0.0743704981716584,0.260644052305754,0.0520031397177577,0.0332643258676508,0.0348057603972,3.73838299005946e-06,0.0204317661734266,0.00046435020766078,6.36056473979352e-05,0.00443404751018761,0.00246682433696643,6.93419617170399e-07,0.00405988934330093,0.0098124322823715,0.00197600309285695,0.196283753725917,0.139444447483694,0.00223383029112012,0.0161459705977712,3.16982735748539e-06,0.186765514717011,0.0100438789973086,0.189731466031868,0.00031903491954377,-1.56404666995513e-09,0.133663584371421,0.03046774259117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_megaceros,0.00207980058381496,0.000530736912236485,0.000972374265489018,0,0,0.0532864900577188,0.00214637640107718,1.4761266970309e-05,0.0106115729943828,0.0130941228535369,0.00675244331716329,7.7715611723761e-16,0,0,0.00240587277644411,0.000660828999106577,0.0048168170823174,0,1.11022302462516e-16,0.00651510931621369,0,0.000374571889305675,0.000114702269571221,0.000192296211657506,8.26382067141695e-05,0,0,0.0016890649045832,0,0.000444443386033222,0,4.64120217884556e-05,0.00704683341161516,0.000109513149936902,0,9.12564289090589e-06,0.00156748602554324,0,0.0318698769685313,0,0.00033052209073503,3.46062734024599e-09,0,7.31359531513931e-05,1.42052875706788e-05,9.9825797996056e-05,2.64572008745745e-09,0.000745251750978837,0.0018088314592718,1.4432899320127e-15,0.000260238598902673,0.000254493858225624,0.000866089233863554,2.60479282587767e-09,0,2.53771759162191e-09,0.00214696823437899,0.0002539187109587,0.000227241854334981,0,0,0,0.00700148162539282,0.00207141823201429,5.05317143586481e-05,0.00129496491420167,2.58671661867993e-09,3.62139770806458e-05,0.0144129164957697,0.000983888221128049,0.00115927221948209,0.000105917043164538,0.00118137438330668,0.0960282035346205,0.00482071160653441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_vardonii,0.0300944504904197,0.0171665134204774,0.172056260264571,-6.66133814775094e-16,-8.88178419700125e-16,0.00670019573597425,0.0367638854727937,0.000176129998373575,0.211630891809552,0.0545665332943094,0.0881907711934306,4.44089209850063e-16,-6.66133814775094e-16,0,0.0378699924070822,0.00199875217879908,0.0961447499392452,-8.88178419700125e-16,0.0101116770637003,0.0184677682451684,2.04133541196194e-05,0.00510074455120402,0.00298849735738227,0.0993713078445176,0.00848612145597827,0.000350937472973545,-8.88178419700125e-16,0.00373260195108283,-6.66133814775094e-16,0.0085109054522704,-6.66133814775094e-16,-8.88178419700125e-16,0.121931242600048,-2.22044604925031e-16,0,8.35711337262568e-05,0.000393732722754558,-6.66133814775094e-16,0.0581198163626219,1.11022302462516e-16,0.00478952004269839,0,-4.44089209850063e-16,0.000117769371896781,0.000593972875811422,0.0084939274245357,-6.66133814775094e-16,0.0187567311654748,0.0432588434453641,0.000148959057492903,0.0147958025614362,0.0102279849063073,0,0.0035816317728905,-6.66133814775094e-16,-8.88178419700125e-16,0.0054748732951706,0.0395169288925712,-6.66133814775094e-16,0.0018520477432119,0.000637614334243031,0.0121570416307811,0.0259231760715446,0.110093276886311,5.58955203189271e-06,0.00516431569950515,-8.88178419700125e-16,0.018001382520262,0.05214941179104,0.169396751728056,3.02202611035529e-06,1.11022302462516e-16,0.0506636666815523,0.148398708996269,0.0628814303099007,0.0201022456571991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lama_glama_guanicoe,0.00715259514944944,0.00113277060275707,2.88529064129683e-06,0.121049792907243,0.0124379730901865,0.0737307936040843,0.0156135934243602,0.0310514121594215,0.00107244979300281,0.000394059430222748,0.00109731149527892,0.0204808349160193,0.103535214794429,0,0.00663692567152951,0.00985264636612371,0.0111959617879068,0.0208702497227735,1.84081497419664e-05,0.000191783597137118,0.0130726190122914,0.0126061093445305,0.0705956668940427,0.0136728902522998,0.136778775630046,7.45378643839389e-05,0.0113915545870962,0.0147427148346423,0.330564842012524,0.0312142872588151,0.048461478378568,0.0255607612558627,0.000899898974458635,0.035250848586459,0,0.00037276911486428,0.0186662936425188,0.00697661076199674,0,0.00273462991186535,1.32074109679969e-05,3.54542721942019e-05,0.416584168572301,0.0593881267583356,0.023405680434978,0.000760687479782973,0.324604261020004,0.0215008024669299,0.0159816847660599,0.0207548707775258,0.00717416549199046,0.00772442899917136,0,0.00866785366270162,0.0365225936739262,0.0014445629644626,0.0352138124538294,3.38616696548e-05,0.0464406646161265,0.000326898406574072,1.3083471912978e-05,0.00673210941486735,0.0104381122693102,6.07220411995568e-05,0.319580318942137,0.0430535475118088,0.0310270196722665,0.000583061629877424,0,0.00602337018976662,4.5510520115033e-05,0.000448911718209821,0.0052189081714854,0,0.00104461035560921,0,1.31802724151475e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litocranius_walleri,0.0229301746653721,0.00247084803389364,0.00288285961548884,0.00316657858958624,0,0.0401721042938047,0.00263151858414445,0.00049889131239178,0.00669330632924436,0.0141126822202912,0.00757626352598906,0.00159592042125001,0.00981904239587628,0,0.00397572030480897,0.000708282791431536,0.013723205810558,0.00360406436993987,1.11022302462516e-16,0.0109240053976575,0.00020639428718694,0.00154470760966507,0.00153195300008768,0.00346157378096335,0.00664332973620896,0,5.87106650692393e-05,0.00173465779731796,0.00783340246517861,0.00194932051363583,0.000643865490881024,0.00141005698868779,0.000147655414204362,0.000594037641290845,0,0.000294980405809331,0.0138068813081313,0.0115210631028502,5.7940095821829e-05,0.000185565747896188,0.000247123328904753,1.11022302462516e-16,0.0048609274606416,0.00344702303607392,0.000311139893031775,0.00878108013775591,0.0211159147071945,0.000856122862531672,0.00663810473202919,4.42180990952723e-05,0.0481272764999428,0.0379268397508948,0.0552492776043514,0,0.000561701537321824,0,0.0233284074661161,0,0.00717787546489035,0,0,0,0.000340182248572685,0.0229462153616884,0.0101292700866222,0.0256576629220908,6.00209704887389e-05,0.00798917046890113,0,4.41939137940661e-05,0.0102641953707953,0.000870482070687184,0.0141599826553253,0.0162376563167037,0.00168649353105821,0.0356867727456347,0.00149272261886846,0.0148168254726823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madoqua_guentheri,0.0391291898710722,0.00444555901137056,0.0055204630534571,0.00361964918685942,7.77912861860131e-06,0.0624593488461354,0.00829974561720737,0.00064374491906849,0.0371866298009526,0.0480021888553075,0.0199500351386978,0.00770339005523102,0,0,0.0300851568848803,0.0019151321833365,0.0327925085421927,0,1.11022302462516e-16,0.0321364091422448,0.000207479493058549,0.00194328549054668,0.000119349770445365,0.0185496282655687,0.0189600244036232,0,0.00106225694833439,0.00227466771850815,0,0.00802424179941763,0.00345282617627163,0.00340559556450459,0.00621087286660482,0.00661815952979006,0,0.000518669665193983,0.0468293826059101,0.0244756922312662,0.00194404755748867,0.00201801459372053,0.00882025420609889,1.11022302462516e-16,6.06205770736779e-05,0.0108975208142428,0.0039901923748491,0.0109352512346814,0,0.00345863100988875,0.0126582445543083,2.55975613094872e-06,0.0746029689328731,0.0573777557413276,0.0754321288200968,0,0.000221827404743635,-4.84533302369528e-10,0.0444039085310305,0.000381398166033997,0.00358327801499569,0,0,0,0.00225643956527521,0.0435519814516151,0.0303600381895659,0.0866864945229348,0,0.012373942652954,0,9.40155804529663e-06,0.0461986420791067,0.00559988638774456,0.022977046305638,0.0515607197329222,0.0104444900315173,0.0408891982250953,0.0083220651664111,0,0.24386933855964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
