Aepyceros_melampus,Alcelaphus_buselaphus,Alcelaphus_caama,Alces_alces,Alces_americanus,Ammotragus_lervia,Antidorcas_marsupialis,Antilocapra_americana,Antilope_cervicapra,Axis_axis,Axis_porcinus,Bison_bison,Bison_bonasus,Blastocerus_dichotomus,Bos_frontalis_gaurus,Bos_grunniens_mutus,Bos_javanicus,Bos_taurus_primigenius,Boselaphus_tragocamelus,Bubalus_bubalis_arnee,Budorcas_taxicolor,Camelus_bactrianus,Camelus_dromedarius,Capra_hircus_aegagrus,Capra_ibex,Capra_nubiana,Capra_pyrenaica,Capra_sibirica,Capreolus_capreolus,Capreolus_pygargus,Capricornis_crispus,Capricornis_swinhoei,Catagonus_wagneri,Cephalophus_dorsalis,Cephalophus_jentinki,Cephalophus_natalensis,Cephalophus_niger,Cephalophus_nigrifrons,Cephalophus_rufilatus,Cephalophus_silvicultor,Cephalophus_zebra,Ceratotherium_simum,Cervus_elaphus,Cervus_nippon,Connochaetes_gnou,Connochaetes_taurinus,Dama_dama,Damaliscus_korrigum,Damaliscus_lunatus,Damaliscus_pygargus,Diceros_bicornis,Equus_burchellii,Equus_grevyi,Equus_hemionus,Equus_kiang,Equus_przewalskii,Equus_zebra,Eudorcas_rufifrons,Eudorcas_thomsonii,Gazella_bennettii,Gazella_dorcas,Gazella_gazella,Gazella_subgutturosa,Giraffa_camelopardalis,Hemitragus_jemlahicus,Hippocamelus_antisensis,Hippocamelus_bisulcus,Hippopotamus_amphibius,Hippotragus_equinus,Hippotragus_niger,Hyemoschus_aquaticus,Hylochoerus_meinertzhageni,Kobus_ellipsiprymnus,Kobus_kob,Kobus_leche,Kobus_megaceros,Kobus_vardonii,Lama_glama_guanicoe,Litocranius_walleri,Madoqua_guentheri,Madoqua_kirkii,Madoqua_saltiana,Mazama_americana,Mazama_gouazoubira,Mazama_nana,Mazama_pandora,Mazama_rufina,Mazama_temama,Muntiacus_muntjak,Muntiacus_reevesi,Nanger_granti,Nanger_soemmerringii,Neotragus_batesi,Neotragus_pygmaeus,Odocoileus_hemionus,Odocoileus_virginianus,Oreamnos_americanus,Oreotragus_oreotragus,Oryx_beisa,Oryx_gazella,Oryx_leucoryx,Ourebia_ourebi,Ovibos_moschatus,Ovis_ammon,Ovis_aries_orientalis,Ovis_canadensis,Ovis_dalli,Ozotoceros_bezoarticus,Pecari_tajacu,Pelea_capreolus,Phacochoerus_aethiopicus,Phacochoerus_africanus,Philantomba_maxwellii,Philantomba_monticola,Potamochoerus_larvatus,Potamochoerus_porcus,Procapra_picticaudata,Pseudois_nayaur,Pudu_puda,Rangifer_tarandus,Raphicerus_campestris,Raphicerus_melanotis,Raphicerus_sharpei,Redunca_arundinum,Redunca_fulvorufula,Redunca_redunca,Rhinoceros_unicornis,Rucervus_duvaucelii,Rupicapra_pyrenaica,Rupicapra_rupicapra,Rusa_timorensis,Rusa_unicolor,Sus_barbatus,Sus_cebifrons,Sus_philippensis,Sus_scrofa,Sylvicapra_grimmia,Syncerus_caffer,Tapirus_bairdii,Tapirus_pinchaque,Tapirus_terrestris,Taurotragus_oryx,Tayassu_pecari,Tragelaphus_angasii,Tragelaphus_buxtoni,Tragelaphus_eurycerus,Tragelaphus_imberbis,Tragelaphus_scriptus,Tragelaphus_spekii,Tragelaphus_strepsiceros,Tragulus_kanchil,Tragulus_napu,Vicagna_vicugna
Gazella_subgutturosa,0.141772074742846,0.276994726261806,0.235823397868857,0.0670665717605404,0.131175793022759,0.192630831396303,0.345173377085966,0.110655642744657,0.536311958881845,0.149400263822258,0.308805526780578,0.0364965114300663,0.071607838918205,0.143303257571129,0.318743337886961,0.348167891886522,0.404059414783236,0.326704384384616,0.247708443996755,0.259047960734295,0.219197376825315,0.446752664970791,0.455034645220917,0.434542862573495,0.0990121002045092,0.0609394118162897,0.11685281934083,0.31782639844582,0.0252552475844532,0.300042688738775,0.23380064948701,0.0729675857443748,0.408808424281984,0.0616611190471246,0.003047768059534,0.0593608223832197,0.109967842779331,0.161986285330774,0.0759516902779724,0.13461988729529,0.00300418538065883,0.04318076812479,0.140833355046427,0.113063915050851,0.315913162865445,0.194782777118631,0.0395690879290317,0.293609112649545,0.136875057547433,0.181781658868381,0.119617432720917,0.127612534900776,0.00921314785250926,0.267879920594454,0.273222078084929,0.380953524891447,0.313240579865014,0.02365216271615,0.0995254987334115,0.19443804043959,0.134406247321003,0.104641961682552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giraffa_camelopardalis,0.419920509999875,0.181934815689639,0.193228720195868,0.00665494633824337,0.00721223788714187,0.148418695955891,0.0313034763372069,0.0272126069816677,0.11446529751426,0.125312265455337,0.235734136010506,0.00190553066459132,0.00914781469466108,0.105468314535735,0.250250820572913,0.101999357738757,0.137672380434579,0.0762980550641981,0.0795634909256171,0.203721712075632,0.0588484775685955,0.0319466852240581,0.0876448797738462,0.0277409543239986,0.00391045249872579,0.00258977465612775,0.00291717873381236,0.0729920913540023,0.0332922054245054,0.168178258552396,0.00209926719139164,0.0990010140887998,0.10594649045034,0.125898300547631,0.0169480439034162,0.322815439888539,0.0717330004485877,0.0356293289119201,0.0801429141686238,0.134788253361647,0.0181272835685422,0.331110613553362,0.0267743282830558,0.0478931356598372,0.0897672229787947,0.249266305142116,0.0494425627198724,0.196325738840646,0.352451961403772,0.04921018858736,0.438141234712071,0.403042752703655,0.0337509452171885,0.202720684358317,0.135012142848554,0.0983156291767294,0.264686236081093,0.079661760212381,0.0666096714644456,0.0125782525983766,0.0452656296154061,0.00644583192803128,0.11801984269478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemitragus_jemlahicus,0.238823925844012,0.238313643427,0.10528728597387,0.0947432392925208,0.130241495000565,0.212516116124841,0.16090572884519,0.0850027760155899,0.270343178057143,0.379272164357675,0.71693698002644,0.0359741778186309,0.122628070530809,0.250597531832983,0.456300673659406,0.312287534294093,0.457651953557422,0.235208637685929,0.0926778572937877,0.542893305568773,0.292997855230321,0.177070350941511,0.215766302691834,0.177819873031346,0.0910952481153566,0.0155690012724065,0.0662386020706044,0.276640092998321,0.108992694073733,0.541891304892239,0.0896891356506229,0.474920041766298,0.121571049457432,0.348839022007645,0.159066285013513,0.182123657308077,0.39767105952956,0.25059177790336,0.238940517392094,0.432560360352765,0.162040349908067,0.0887668421343843,0.171964935913609,0.211016897451507,0.358473640904254,0.210073451093772,0.165012700297906,0.36162769506,0.190007400437801,0.259838235036278,0.231249387699073,0.236387749049384,0.0338579258152099,0.311381857210477,0.483936385254918,0.273525711327264,0.338036954129487,0.0204585662701333,0.121475662122945,0.0447431067698654,0.0565767423867233,0.0219810399794585,0.234991651532159,0.236261956361544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippocamelus_antisensis,0.0826231566106831,0.244198333685051,0.0459850608498014,0.149109827743184,0.399291944956308,0.116955468841272,0.571612848486774,0.180376600447173,0.464154657021177,0.187048714239955,0.233894009864991,0.18229087161478,0.238693184533019,0.125918510637431,0.198894691188851,0.602813588221144,0.615264060135649,0.645893880410722,0.141533097970144,0.368538682653153,0.697939452054666,0.443872304855389,0.313264325248365,0.318954232527394,0.176955724758293,0.0101795582280437,0.122447511506669,0.756094960117728,0.142783295643542,0.632981897373197,0.660269494190496,0.166890669524717,0.0600624039210731,0.236086665715405,0.0287674614438787,0.0935751307469939,0.442567061516719,0.476317076990953,0.0607228540877223,0.313227110520125,0.0304187338289086,0.0665155706834598,0.16787285395028,0.398754652827826,0.763741671593209,0.178277449037717,0.105039275406014,0.427791916019996,0.0765666896288115,0.653478540514114,0.101406649804433,0.0996659015090021,0.0121392032982947,0.171789648251764,0.66374544608242,0.386100004498945,0.176131171693358,0.00366728256560056,0.352674749897814,0.0331427479758013,0.047309861378232,0.0141665500178175,0.346528573373948,0.0875423046314274,0.327419766248103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippocamelus_bisulcus,0.00273016726018349,0.139562447141493,0.00154267625988036,0.242628233023169,0.433294491565856,0.0107931505303621,0.539587718708522,0.109891698081573,0.266795944494484,0.0700072962069104,0.0428563059994422,0.165689537862337,0.304838391058474,0.0389738045196458,0.0286641306666274,0.457745715584382,0.408355199224678,0.499117025667423,0.0376535846213155,0.134427133913645,0.624865892927319,0.319894452361636,0.149815495008591,0.189029364210061,0.275646136351624,0.00254227192440393,0.134424523877018,0.578578026825737,0.170428704206696,0.353827683303798,0.550780298917132,0.107682153661691,0.00457556241602763,0.174772300566158,0.00140881739851173,0.0126611790748182,0.445768526154667,0.435526281195922,0.00188484045326998,0.197261228433658,0.00286897505140937,0.0145591225816368,0.145316714258194,0.317279643241586,0.505142328923084,0.0416492218362181,0.0608486004850948,0.184592996631188,0.0021850199717327,0.604918326395052,0.00344434216388745,0.0271427447929631,0.00103177422709788,0.0470839364693625,0.543018808430191,0.301696514729471,0.0378059914864468,4.82613779828611e-05,0.191624457074131,0.00162795380552017,0.00243673090383956,0.00114585637207609,0.14817665625093,0.00835296346873604,0.162449865751323,0.525933605382602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippopotamus_amphibius,0.44805700856646,0.306069974891788,0.0986233188577874,0.0522077166917089,0.0761828763695197,0.295576302189389,0.123537267286048,0.0405744903692531,0.174969090254295,0.185369074072897,0.242767728516617,0.0287003358306683,0.0335472494488346,0.14007593566321,0.252790092747338,0.202753947222754,0.197595371433942,0.157117828376895,0.181936348787253,0.242477147301207,0.167075518110348,0.086368424601206,0.150206509627305,0.0539992509425791,0.0559905228018308,0.000404074129192855,0.0617784736015047,0.163861719860091,0.05014715198039,0.243434183235749,0.103929646280066,0.0952300589492679,0.11168568803389,0.120920735752841,0.00988549475025691,0.25830450320823,0.086112340767084,0.0928119738053806,0.0620647599497428,0.140171825435363,0.0108083164342285,0.324054717738323,0.0402460910068283,0.0971438579290549,0.202258900896128,0.396174625281967,0.0297251278003763,0.281965939381346,0.547746472848316,0.140926049464107,0.363728141010725,0.422735432393629,0.0188624285178539,0.22406129026838,0.20828978254615,0.174920521047541,0.22152355948627,0.00207343953724626,0.109613497942542,0.0978626288704156,0.116552873459371,3.96083158856753e-05,0.171331691365572,0.31704429242756,0.234082767664763,0.17978204473918,0.102720798067034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippotragus_equinus,0.0457525464094856,0.0506432890532579,0.0517742317893575,0.000117849676795845,2.41944382820547e-05,0.0342982778872468,0.00454083310121511,0.000305618339205393,0.0403855708566211,0.0363671527477529,0.06532609376038,0.000350216721509589,4.30251227333533e-05,0.0353114354763608,0.0348108351718908,0.0221517205330513,0.0466582074081138,0.016459017681321,0.033765799589926,0.0431872064942961,0.00972740706310915,0.00574881005175931,0.0185734937017885,0.0182623348990836,0.00250649841556394,0.00119616250543386,0.000706547293526594,0.0138083362543878,0.000252756640829799,0.0329340369923391,6.31523118133082e-07,0.0120362012990631,0.0926433834555513,0.00406533165572698,0.00153306338516734,0.00673591297353271,0.00278477652945353,0.0012619843835483,0.233447755420042,0.00847728615721199,0.0017327338970109,0.00144594496878736,0.0017115559028521,0.00302788051240943,0.0318284876922075,0.00856194166351143,0.00100659213049692,0.0382883312881606,0.0868569695929904,0.00149646674002901,0.00518983439187437,0.0503983183506125,0.00252711754865143,0.0351001934299103,0.031769005852567,0.0440015371991378,0.0430125251756204,0.152428548472017,0.000373353244622954,0.0273715244901321,0.009813390821233,0.00733001626846363,0.0519637916877885,0.0369576989261771,0.0538231285367879,0.0140670568472542,0.000608195808900702,0.0267822266791874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippotragus_niger,0.426728021874723,0.179403008305274,0.138353485351326,0.000546767585075214,0.000126416115336481,0.222347603303433,0.0334664148547746,0.0200615399829646,0.13794416681008,0.109282271594464,0.233096443809631,0.000956335194597258,0.000813293517903935,0.0910533114014955,0.155963531100606,0.140935526280499,0.128099051441857,0.0864539496913521,0.149445638755982,0.180334161676991,0.0571780160952015,0.0388125888235137,0.153484635546211,0.0196312449142239,0.00183179181009419,0.00180397248514541,0.000630477993079692,0.0564957400385657,0.00506007868012948,0.133009837451857,0.000548188978496511,0.0335555824238422,0.172135547247558,0.0325006067540407,0.00148734425719332,0.110024653152643,0.00858773911349975,0.0022334885327443,0.0492134720715952,0.0544816385105841,0.00157315107314859,0.20146083859794,0.0296901938629877,0.0258395863646598,0.102051219079011,0.237839280827767,0.0119511328556436,0.210614029855517,0.345732375903617,0.0287636019632421,0.271506384424117,0.362067182621843,0.00179004056085319,0.158262209416343,0.0960753031238673,0.120770912839215,0.150031172847634,0.0192360290558148,0.021714377536166,0.0729416819615605,0.079191905409783,0.00918135671135545,0.116950669495939,0.219782456221224,0.16422995979611,0.0704364153868239,0.00199408768348219,0.399506821617081,0.0454585754635374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyemoschus_aquaticus,0.0677633687851668,0.0608833015331528,0.00762410479143827,2.74895800379538e-05,0.000247117294104759,0.0398578272360133,0.000841743554969465,0.000560949374340369,0.023429171418991,0.33439275024754,0.296880064176564,0.000940499635736614,0.00166181225868145,0.203251435169931,0.174056357042401,0.0411051745167881,0.10133779597139,0.00841216353354024,0.00221399912401332,0.21792595601078,0.0600870966404446,0.00241047205113909,0.0270880128584685,0.01854871305295,0.00153209150086064,0.000226384667236235,0.00396137678882913,0.0431440942615006,0.00584729929856587,0.185051085069078,5.12177277243175e-05,0.401346943230735,0.00391749716130907,0.309812507814506,0.439058279471589,0.0873782096062636,0.26576799870098,0.216408274952536,0.193567627265904,0.401363075066825,0.43991209234812,0.0102511986047618,0.000601956832830486,0.0434565340899628,0.0754835923948146,0.0621712509057281,0.084307804003951,0.0622256565419904,0.0582500444610961,0.0471946914048368,0.093865734294436,0.0681515804139817,0.0505161152563653,0.0505479147845853,0.160481915212627,0.0294458492763252,0.0808346200298569,0.000303490575348286,0.0356277155812296,0.00150020016943453,0.00108750524511458,0.000223893856988511,0.0193957896874565,0.0625301707625653,0.336376576649254,0.0641466945776558,0.0015225373581087,0.0558733550447705,0.00644522570597172,0.0106967148614358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylochoerus_meinertzhageni,0.0116086411253505,0.0208443655582459,0.00118578808998449,0.000350414937677512,0.00063946657638192,0.0147681685742123,0.000388116465797061,0.000478074717470078,0.00440899085580726,0.0627148841877534,0.169149296168893,0.00111727444078191,0.00180422148755488,0.137670524481813,0.0803218543071232,0.00152554926171378,0.0564047954126408,0.00304675400513754,0.000317063958835129,0.0948214124335184,0.0236040765314351,0.000957035685917984,0.000627038880584352,0.0184548280464413,0.00144578895088376,7.31257596786605e-06,0.000564763729031581,0.0208235234814639,0.00574847846253246,0.121706290930303,0.000286713774683811,0.273913888176487,0.00105324221955316,0.293141046572361,0.512745293291937,0.0640216088470418,0.224606476928115,0.229232855638147,0.132317944699206,0.338284701026374,0.511436398064325,0.00856044185713434,0.000862346186172536,0.0395724366304123,0.0260633657780684,0.0289450612613772,0.0444331590131541,0.0132589726467861,0.0225880144965408,0.0379974463709386,0.0650041280695273,0.0161535213885025,0.0069212608785838,0.0161929820174023,0.0962650366618188,0.00372724111300826,0.0651400113084039,4.81033283342702e-05,0.00549878806680171,0.00052997308996694,0.000373396363736234,0.000215578352497636,0.00784166648146167,0.0226455552043674,0.188469165726771,0.0349311482226526,0.00124166210902588,0.020598343030406,0.00314134064474747,0.000379624085431352,0.489622587899236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_ellipsiprymnus,0.38883829002079,0.307272938421991,0.121168962866657,0.124190148331079,0.152560603152774,0.188168879815155,0.104479292067305,0.0484903933382504,0.171294975453638,0.183540013106827,0.290629503024166,0.0510413108526513,0.136313155698614,0.115829879724298,0.238424260731644,0.168851888940886,0.253659959379645,0.143254474848173,0.114026512140602,0.257395970340783,0.213075589784608,0.0730120613803953,0.12644719627701,0.083914717030414,0.16674634179138,0.000238576856162021,0.066003932230479,0.208420444049834,0.184953222085071,0.277578781717311,0.0667390148354696,0.257684055592566,0.138172610798514,0.145038090696684,0.0155412289963288,0.155353946473962,0.216388218808135,0.212384156052825,0.124658377236591,0.204817059368299,0.0172604877878115,0.114965183746805,0.181862700133594,0.121833163810121,0.229929418825025,0.24643412781007,0.150601017855294,0.260708072271387,0.385525184737722,0.184541189550702,0.254011548499502,0.427766681199968,0.0293209742443772,0.226189447597015,0.269228910671936,0.146236696717353,0.235816470453301,0.0336039577066323,0.112052454284715,0.0389555525794671,0.0335607484170783,0.0026926059184853,0.170524759398668,0.277648005007351,0.348536320683799,0.207867806815636,0.175790771138393,0.381749407300329,0.0706468150224704,0.258251595160813,0.088452657188234,0.0423767485039348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_kob,0.0301429495244532,0.040067865559909,0.0314389746213216,2.2448185711621e-05,1.85918606715463e-05,0.0140925898926854,0.00156947287178444,0.000159087400867564,0.0262614416727427,0.0354346731738382,0.0555099010131814,0.000184230940864505,2.95644609847878e-05,0.0262655757891593,0.0341958131073856,0.0134851733640493,0.0365856340771573,0.0108746338121792,0.00908175811669454,0.0454962618817972,0.00695171063562539,0.00298820260521504,0.00850161302760077,0.0125891789066959,0.000367702491811506,6.6920296181161e-06,1.94137815502371e-05,0.010355246775646,0.000385209857547975,0.0277813380876756,3.84026381583524e-06,0.0173432902767722,0.0598644776194713,0.00645821479514708,0.00777853499862757,0.00410947529499872,0.00523234746722123,0.00224203427482439,0.281368426191619,0.00841016891893576,0.00801671537769488,0.00160498250507124,0.000230271891490386,0.00369651929959547,0.0236620126022725,0.00180725936844706,0.00200162208075727,0.0333521492358523,0.0911884818629798,0.00142282226774448,0.00430006945711692,0.0275849153953144,0.0048303538717912,0.0223341727599878,0.0289545250746627,0.0293192127758047,0.0330405136323775,0.10227106241094,0.000476636179700618,0.00409346845807512,0.00148780728705145,0.00325864490977457,0.0271550165156251,0.0411426722794728,0.0543228794437018,0.0111318479039838,0.000384489646591879,0.0136047973330886,0.279763212097855,0.0213217553318177,0.0148603720766375,0.00800543541871024,0.065728535070944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_leche,0.0756353852415859,0.0859258273795468,0.382431583916821,0.000157947379943346,5.46994269283729e-05,0.0415614467271284,0.0455231826208935,0.000605616819069787,0.107895431109647,0.00687444975910534,0.115730543676266,0.000134387710608141,6.90562802513339e-05,0.034230525517067,0.12329461274672,0.0420886582377533,0.0776773234831087,0.0690008405852507,0.148582735240862,0.074525409973027,0.0055526588571756,0.064350696368272,0.0549284142674332,0.0192523144365511,0.00030911644134668,0.000556126688695313,8.02250237851299e-05,0.0143399689239877,4.39825907223579e-05,0.0464225948102799,5.62822764981208e-05,0.0010138527548158,0.248333979742031,0.00164088261201556,3.97368781812624e-06,0.00346694404547054,0.00124020236507183,0.000123432520417355,0.00837842807246647,0.0110936214353262,4.67961390770988e-06,0.00376585725987644,0.00785214592305084,0.00624567053300884,0.0234314855703627,0.162332251557218,0.00068507077861435,0.0432579986735084,0.0727026536462418,0.000704132986058204,0.0436501191200825,0.0753733463454467,4.79758366844774e-05,0.044727682255345,0.0274429681213276,0.0781753725866657,0.0905510692973873,0.00305682658211681,0.000171580349852873,0.280060906158698,0.0278924090327821,0.0390296283081423,0.137684728557208,0.034461109661858,0.0367455538448322,0.0193860785366154,0.000479032178622663,0.0631842954878702,0.0159523750516672,0.101784086678639,1.06128201989852e-05,2.79544356018846e-06,0.0577849321055819,0.00262310465773674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobus_megaceros,0.0550915505600097,0.0382777622939756,0.0214992343845275,0.000127418849686478,8.47659371293608e-05,0.0137635635816911,0.00480291357796736,0.000762300156283979,0.0374620413178247,0.0571719726749522,0.0636973312528092,0.000189161374397395,0.000712690661900273,0.01957083649627,0.0528156944000522,0.0245196761178553,0.0447221817564043,0.0209606251524433,0.00843100704179134,0.0636172043506791,0.0154731867881706,0.0113956671223655,0.0303536982199236,0.020326450711954,0.00114620753713812,0.00155199738879153,0.000734192876058137,0.022561577616713,0.000654819173498633,0.035966079043339,8.29000615155673e-05,0.0410149115548378,0.0280595664666921,0.00792370094797212,0.00455077409879223,0.00597895909693569,0.0110613915901767,0.00803778080387252,0.116731734087833,0.0149906296085758,0.00468713262598142,0.00182052794583898,0.000430055560209697,0.00406263148504404,0.0260808194781719,0.0126130798008716,0.0214933122518985,0.0413762931169331,0.0630573882435219,0.00435389560476784,0.0404150032351306,0.042129900816106,0.0359104496377756,0.0346932729602838,0.0411036312588587,0.0318735632133376,0.074941101932477,0.036031861241147,0.0128310196789149,0.00269124330203696,0.00384207983049312,0.000552625895308467,0.0505027257317456,0.0691842737893005,0.0710213906734408,0.023664911508163,0.000965156020837243,0.0330744616998337,0.0557571762390998,0.00938667284971129,0.0314499689603419,0.00886547671451199,0.0474268182789855,0.148673075462564,0.000122828724988922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
