Aepyceros_melampus,Alcelaphus_buselaphus,Alcelaphus_caama,Alces_alces,Alces_americanus,Ammotragus_lervia,Antidorcas_marsupialis,Antilocapra_americana,Antilope_cervicapra,Axis_axis,Axis_porcinus,Bison_bison,Bison_bonasus,Blastocerus_dichotomus,Bos_frontalis_gaurus,Bos_grunniens_mutus,Bos_javanicus,Bos_taurus_primigenius,Boselaphus_tragocamelus,Bubalus_bubalis_arnee,Budorcas_taxicolor,Camelus_bactrianus,Camelus_dromedarius,Capra_hircus_aegagrus,Capra_ibex,Capra_nubiana,Capra_pyrenaica,Capra_sibirica,Capreolus_capreolus,Capreolus_pygargus,Capricornis_crispus,Capricornis_swinhoei,Catagonus_wagneri,Cephalophus_dorsalis,Cephalophus_jentinki,Cephalophus_natalensis,Cephalophus_niger,Cephalophus_nigrifrons,Cephalophus_rufilatus,Cephalophus_silvicultor,Cephalophus_zebra,Ceratotherium_simum,Cervus_elaphus,Cervus_nippon,Connochaetes_gnou,Connochaetes_taurinus,Dama_dama,Damaliscus_korrigum,Damaliscus_lunatus,Damaliscus_pygargus,Diceros_bicornis,Equus_burchellii,Equus_grevyi,Equus_hemionus,Equus_kiang,Equus_przewalskii,Equus_zebra,Eudorcas_rufifrons,Eudorcas_thomsonii,Gazella_bennettii,Gazella_dorcas,Gazella_gazella,Gazella_subgutturosa,Giraffa_camelopardalis,Hemitragus_jemlahicus,Hippocamelus_antisensis,Hippocamelus_bisulcus,Hippopotamus_amphibius,Hippotragus_equinus,Hippotragus_niger,Hyemoschus_aquaticus,Hylochoerus_meinertzhageni,Kobus_ellipsiprymnus,Kobus_kob,Kobus_leche,Kobus_megaceros,Kobus_vardonii,Lama_glama_guanicoe,Litocranius_walleri,Madoqua_guentheri,Madoqua_kirkii,Madoqua_saltiana,Mazama_americana,Mazama_gouazoubira,Mazama_nana,Mazama_pandora,Mazama_rufina,Mazama_temama,Muntiacus_muntjak,Muntiacus_reevesi,Nanger_granti,Nanger_soemmerringii,Neotragus_batesi,Neotragus_pygmaeus,Odocoileus_hemionus,Odocoileus_virginianus,Oreamnos_americanus,Oreotragus_oreotragus,Oryx_beisa,Oryx_gazella,Oryx_leucoryx,Ourebia_ourebi,Ovibos_moschatus,Ovis_ammon,Ovis_aries_orientalis,Ovis_canadensis,Ovis_dalli,Ozotoceros_bezoarticus,Pecari_tajacu,Pelea_capreolus,Phacochoerus_aethiopicus,Phacochoerus_africanus,Philantomba_maxwellii,Philantomba_monticola,Potamochoerus_larvatus,Potamochoerus_porcus,Procapra_picticaudata,Pseudois_nayaur,Pudu_puda,Rangifer_tarandus,Raphicerus_campestris,Raphicerus_melanotis,Raphicerus_sharpei,Redunca_arundinum,Redunca_fulvorufula,Redunca_redunca,Rhinoceros_unicornis,Rucervus_duvaucelii,Rupicapra_pyrenaica,Rupicapra_rupicapra,Rusa_timorensis,Rusa_unicolor,Sus_barbatus,Sus_cebifrons,Sus_philippensis,Sus_scrofa,Sylvicapra_grimmia,Syncerus_caffer,Tapirus_bairdii,Tapirus_pinchaque,Tapirus_terrestris,Taurotragus_oryx,Tayassu_pecari,Tragelaphus_angasii,Tragelaphus_buxtoni,Tragelaphus_eurycerus,Tragelaphus_imberbis,Tragelaphus_scriptus,Tragelaphus_spekii,Tragelaphus_strepsiceros,Tragulus_kanchil,Tragulus_napu,Vicagna_vicugna
Ovis_aries_orientalis,0.0983355719962838,0.270384332081175,0.113918610395579,0.137697756090871,0.331231264965268,0.183464283926417,0.583716392516767,0.18274800466582,0.592819981766796,0.160883647685131,0.333432148441322,0.121546145437789,0.227947465467224,0.15496534222233,0.298664180705045,0.566634646295272,0.797739573793875,0.666115820431262,0.138281332896492,0.38899430285483,0.567799983332746,0.577708022985101,0.344946173806638,0.430197958426817,0.187238674270123,0.0316785268783714,0.127255019791157,0.646687216043121,0.110391563562552,0.579297586810396,0.47332039928732,0.146590997464764,0.208297753051533,0.186751612846788,0.0161675228499447,0.0744066550228952,0.391513705152304,0.416913284272683,0.0706496501673946,0.274225524031772,0.0179538952124045,0.0618941410228114,0.215295416995869,0.33030476719934,0.661791907025241,0.183331423104205,0.0816183917852317,0.349179131146907,0.103745296806583,0.525756263207211,0.10808198796551,0.107673429421344,0.0105232238052048,0.247492986620228,0.649703479026753,0.452612416578329,0.25337067102329,0.0116392939651337,0.243926480946448,0.0958382242537993,0.0912958456085241,0.0523869809209575,0.455385269296865,0.101359918448384,0.364730935174191,0.691186885207771,0.486810549686104,0.17193805696522,0.0324362124614026,0.0933180855412424,0.0461993075715389,0.0253621696389044,0.222755411538009,0.0230992766276243,0.0680865915018437,0.032364922979506,0.0365765365899491,0.5591186597632,0.277237914333462,0.0331423891878393,0.1713089533495,0.314318623652646,0.075539789360887,0.147584371763919,0.0290757731384512,0.371362716275118,0.0435874789422523,0.0975685935224407,0.290323062165734,0.103249479983717,0.0692907347989499,0.151183141037336,0.558099239796551,0.500084921966248,0.295777133167088,0.285100006565808,0.151517254978945,0.404723043198715,0.36395296795673,0.215744439658275,0.122379220459083,0.0338374117569253,0.259249549820984,0.515557757928367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovis_canadensis,0.081907626746488,0.151801032474004,0.0673326895551115,0.148095410092184,0.154903552972765,0.278042900373879,0.0996810102863379,0.281539263938373,0.195026062328476,0.0225043172913977,0.20974198909804,0.0944579874929254,0.14290536487158,0.0650161652813354,0.276226335517452,0.116234256650309,0.243462201200885,0.175819349782464,0.0663155582376984,0.189037353963947,0.113988958212589,0.209473111548977,0.187803971725147,0.158759438001646,0.0918590809726811,0.023935356707492,0.0934827476187978,0.129612748269757,0.140108595642087,0.207320069127144,0.0602213703259797,0.0709448025248491,0.189341216168776,0.115491201212324,0.00063632377709455,0.0961152215607692,0.152929864949152,0.0834482303256104,0.0161784238770415,0.192107787339925,0.00106065563141322,0.145064411964188,0.32802358125757,0.196044203449527,0.137291997348588,0.198040778640595,0.0905610187022148,0.18232510921083,0.087538755136342,0.140364345474758,0.134037266702051,0.112736306626593,0.00125929692636129,0.323467968397413,0.123056533261459,0.108646185216813,0.299551167728718,0.00446793978461113,0.120534764307427,0.0543466553853467,0.124349544523277,0.0261235603475043,0.193686773460862,0.119891380214109,0.189603321247622,0.183382111993466,0.093135173379734,0.107043568359078,0.0128681698890815,0.0820536854098342,0.00209424766981126,0.0013938331192106,0.116065941135051,0.00452534949119443,0.0291558388228866,0.00327997946749914,0.0156499484728448,0.158828315253119,0.071953136930053,0.00350720452483333,0.16361634929948,0.245193508011827,0.0397814033792551,0.112446919877556,0.00107833482084718,0.135487450913469,0.00393399569980735,0.0530803009515837,0.184126735375063,0.0213780978091304,0.0134699620591745,0.205096959175656,0.172740062702119,0.18165717423187,0.415468100322809,0.230759560938496,0.0748522045830011,0.30382549755236,0.131720633169409,0.113471658638297,0.0608136359368242,0.0141257192839644,0.00463538362322369,0.0668601267034136,0.251332401204737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovis_dalli,0.0032080684113559,0.0706934659691169,0.000963029301123575,0.173040617693117,0.245807503097968,0.0062259396536064,0.324996612713412,0.0169452676878752,0.169035499466106,0.0588339121090009,0.0239140991416147,0.0969645903582136,0.164482834615467,0.0161519957814514,0.0109063130519411,0.277493578888975,0.183406637591783,0.228806502156599,0.0189263811538909,0.0527208585049391,0.345637400289705,0.205750811547783,0.0933653303930073,0.122547540009999,0.273772356113968,0.000752810431648543,0.10275503840249,0.384036786033864,0.0881884142533981,0.169101010816585,0.301799830161703,0.0632458895072331,0.000560453753042589,0.0519614565733483,0.001567350421394,0.00841716899935641,0.171678790932613,0.30299470024503,0.00274087820343172,0.105204027122814,0.00221836433708578,0.00540171601368067,0.0488565283433944,0.124958423903457,0.247574294171411,0.0197722836625365,0.0178948217500678,0.0872169175310872,0.0023892025421749,0.293302850081396,0.00370943045813665,0.0100766540178802,0.00191761769517806,0.0262457881534021,0.300818475964873,0.163860889778053,0.0158953473115967,2.73139408896172e-05,0.090013988492654,0.00117438117195579,0.00130830722010411,0.000193169596484188,0.109840984951997,0.00493963079047366,0.0859539984705381,0.281700106605665,0.381842171332016,0.0855741204420395,0.00065761844822787,0.00207675097222582,0.00346642374007111,0.0017229111527981,0.13856346989349,0.000432707479297578,0.000158795668572131,0.00125658449391497,0.000680845345370829,0.324608071128792,0.106631311718637,0.0038703237447727,0.04796414455413,0.0355135817158148,0.00451896041403554,0.0101036225812156,0.00200493986091654,0.159047990907175,0.00767801047190342,0.0286142240818736,0.0741856417717989,0.0892533402517774,0.0228480591114485,0.00128741005952782,0.254704312776823,0.187707411258953,0.0358481647282246,0.0229518426326902,0.254871376799079,0.112061436586568,0.118771409185158,0.00962456683027046,0.000399297214603078,0.000941158477576698,0.42382386202826,0.342533370892151,0.2574733364331,0.0191443272890494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozotoceros_bezoarticus,0.12101365227705,0.164371218808593,0.036142702879193,0.127657760308814,0.191846592047204,0.148638306689163,0.164479376272745,0.116979460456691,0.166760613390018,0.201489241182949,0.352931238741575,0.0359036025062407,0.152752092307688,0.192684769420382,0.277212554602888,0.173060195379894,0.299940034065089,0.219589534517704,0.0403999273260323,0.310197066301396,0.244792550686649,0.175662292205182,0.0662816655532512,0.104415255234861,0.0792468131759534,0.00118158578966554,0.0505228306798285,0.209230748244875,0.139235130805651,0.395731557087422,0.0798757486687384,0.364215947832226,0.0194802790197992,0.37438770737038,0.145215386331723,0.183416673894608,0.392130561945545,0.199375876965542,0.10120463317855,0.310885377868721,0.150000900814116,0.10197942306343,0.161522795619261,0.22796575358929,0.290289612995416,0.182529485660966,0.120095252282682,0.226600588211416,0.109507521334994,0.309865288651274,0.149361300945314,0.143108794844195,0.0165696344635252,0.189135120710302,0.380089808175014,0.148080913782401,0.195300288617875,0.000486761546508618,0.106255674089023,0.00902855743981634,0.0295776308369606,0.00108616965509423,0.100120911178805,0.146587180822124,0.45105968674411,0.220597941463717,0.190356263885107,0.153957886356594,0.00740562672302714,0.0791271905937387,0.253419311456794,0.162657877037496,0.236142848840581,0.0109034587103319,0.00359129361730059,0.0247196739589008,0.00764803304802764,0.278798100024502,0.107763218787682,0.0466084876955818,0.188826779844549,0.163709037034637,0.288158196399599,0.27517422027446,0.246761176055637,0.142207857755376,0.143793143586587,0.324737995462059,0.386150691316387,0.0689330588903218,0.0943998735003564,0.0727905501028533,0.201039684866993,0.424242307024644,0.164671973632579,0.268851305749704,0.118421733025409,0.171012480116291,0.220183464232101,0.0267259978992993,0.00710256957814792,0.0132136340782345,0.075985256385144,0.13608421437493,0.246781624321785,0.118559053415722,0.096381047885632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecari_tajacu,0.265861883392072,0.215680159564111,0.0527126004725186,0.00498881410997498,0.00461021736785205,0.283964225900338,0.0424289241770499,0.0673151438518723,0.155966402929644,0.365117362109766,0.472608807259903,0.011535583607399,0.00616219645618743,0.196219335210208,0.381255179035076,0.174935413037819,0.230392636634511,0.100638063550615,0.0771255451501458,0.408291740130063,0.150360743170142,0.0723690660611339,0.18001847344484,0.0615414719372497,0.00788209440298726,0.00587040298052932,0.0108679491884108,0.116802165019985,0.0408028872339269,0.313101940916767,0.00758008649612008,0.253104806784675,0.0729722880983895,0.236763424543416,0.0944115159402482,0.248409320203907,0.142522696474245,0.0601108824322646,0.142201056939856,0.255149512569464,0.0966025868157599,0.168439150307171,0.0761071945028535,0.105228173589859,0.195523064693101,0.315662508207581,0.0569929822521374,0.332538211084727,0.225302189030229,0.0995540048935613,0.26318785628286,0.243492957499683,0.0210989813134713,0.246919146183507,0.253003064626036,0.122914703251773,0.214068396623629,0.00132442786616271,0.0650529010607752,0.0419585949600604,0.0984142798503846,0.00355284614442275,0.13944036716654,0.209782616235655,0.460092380420967,0.157779419282666,0.00979197148282662,0.344124828650248,0.015483506625066,0.283329078776456,0.259395585918793,0.098936176661173,0.241033622094362,0.0133605581293537,0.0124991527423094,0.0393062434321668,0.0488598412248287,0.0505744906944087,0.0898662819960663,0.0586888684774474,0.278516271128746,0.304069516149166,0.410356989425576,0.48306744574795,0.279382743623674,0.131994817517603,0.133939116184507,0.392822019733367,0.40860316254647,0.00151816010810268,0.0673387914170948,0.125906375588735,0.125280109145926,0.191836420702996,0.10249098419836,0.376965018329447,0.00217240270894981,0.191300804839985,0.0888746111017487,0.0451325094902154,0.0384894674403503,0.021373438897452,0.000563334482227784,0.0124175007057984,0.150941002008552,0.138606639869098,0.00789846281460704,0.318876721476835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelea_capreolus,0.00503234265954611,0.0706500375350062,0.00213070283215844,0.214475342535151,0.479610570497981,0.0712819174934174,0.342417162972047,0.238432304333766,0.228065855339401,0.0655866129433347,0.0780293886805082,0.252632127645204,0.316276200573979,0.0705664637117892,0.0938358724714689,0.270770746203886,0.422508304665175,0.449240764028222,0.0458259885364519,0.186436037067178,0.567126998765962,0.281868272780162,0.0985150372237122,0.210439667468781,0.184247825761545,0.00303015794712291,0.123527033690616,0.475579584259561,0.217254897541071,0.437365831341872,0.484909027767879,0.118941890139093,0.0257767662741499,0.233294660665428,0.000912465913196714,0.0572568793191367,0.507537458957597,0.382722452378246,0.000803233400486048,0.264884133160892,0.00237575067662521,0.0501589848221253,0.258377443904747,0.408597640381729,0.500810427977148,0.0960070542846083,0.111519509426071,0.287459249979063,0.00883645794642141,0.59739575381269,0.0225044017747879,0.0520647033685852,0.000184617795131459,0.117980839237515,0.423500143121645,0.133616895409363,0.129439878037639,2.18378127248009e-07,0.330392104654159,0.00181848238066873,0.0122515192177775,0.00261364076366788,0.140995457792679,0.0253734602106035,0.197358684898708,0.534958597551463,0.53480993655677,0.0870438387111951,0.00055973014996813,0.00594052453435023,0.000280048708706349,0.000648743991724987,0.175422048627403,8.44379500045678e-05,7.94069820664323e-05,0.000178672113530731,0.00029672208785303,0.484088207395847,0.143645579383057,0.00102163485685691,0.161912151869884,0.169193190305188,0.0137455934756985,0.0526782743404919,0.00229037650184882,0.268693546703721,0.00472646484436534,0.0599840741858479,0.258890564979291,0.117179698606795,0.0352829623206409,0.0225594621983142,0.568582319692402,0.542859592499003,0.309674045960183,0.292791077051764,0.177314330418685,0.262616906396171,0.444858583357084,0.0164130720039162,0.00236928483381793,0.000195485184451227,0.202450140489398,0.352526295412812,0.448177128709321,0.210661291433935,0.241559108641054,0.214915901626942,0.0396833838215107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacochoerus_aethiopicus,0.428308382195528,0.294372866894668,0.190375675496008,0.00316896745106376,0.00226290856988387,0.25194912911916,0.0804908383190261,0.0362269123436122,0.267923672442323,0.332587337100485,0.50577204201566,0.00384947047759066,0.00368913287955763,0.211379256446617,0.492863930160463,0.173025481700046,0.317564693493908,0.142532869222794,0.126362284456746,0.411188161050613,0.102402804258554,0.113287733749587,0.224466331903589,0.138882809581421,0.0155829590905574,0.0354248606573566,0.00587242231531226,0.117993173827104,0.0258196121070992,0.32407180558034,0.00163316764446364,0.227772074953477,0.251584178906727,0.169522105066592,0.058474061921113,0.253082327979787,0.14218034331061,0.067477193749495,0.218406207073277,0.247516485962737,0.0571313512626731,0.153722493189205,0.042884688306123,0.0743682899659542,0.17470597071599,0.315525603465685,0.0577186339425568,0.296810095918672,0.386064972648661,0.0550734026858952,0.367293344592995,0.364782602932117,0.0331104911209018,0.314094275505695,0.263203167892912,0.193770999300571,0.374088908776846,0.0295741763496316,0.0626001341264389,0.101373047289753,0.11767252720632,0.0667435412828112,0.272057458536045,0.370717949904816,0.464566117933995,0.149672437080639,0.00467509599051108,0.354760724148117,0.081701356210089,0.266012738821658,0.193929583638311,0.0917087895555865,0.385269124573778,0.0758623212775794,0.0819954207418143,0.0779691285386624,0.100960290100298,0.0766220659899511,0.100064161404924,0.117805704306786,0.301135432901023,0.300777612966725,0.27690549124608,0.314429729921727,0.138896323314325,0.215615716753959,0.131433417160147,0.262848464309282,0.368182974044099,0.00053357410374788,0.105184733789615,0.195000864737285,0.12445043941891,0.183012320492306,0.125597205516794,0.359734139414058,0.000371186750158903,0.21952544297667,0.070610573273216,0.169962466462623,0.148809876210232,0.103801849955591,0.000283094528351513,0.00351317489738567,0.22312253409411,0.153948198703459,0.00448774050542966,0.248185702559761,0.369884926621912,0.0239628331437153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacochoerus_africanus,0.486230485654735,0.426482082460597,0.157858803949343,0.058833366323958,0.0477390787168972,0.270853353669894,0.0666193033992285,0.0977517207205394,0.196946490305644,0.242735749443129,0.384181789812858,0.0249384709087714,0.0396737273019754,0.127076645914086,0.339291845324521,0.166294527891168,0.244044817128529,0.124654875410489,0.144281959573051,0.327733009072498,0.12876053499443,0.0798543969198977,0.182583101937886,0.0788075490115426,0.0478048730053678,0.0029863627054324,0.0300786760657433,0.125503432888643,0.0394751749501503,0.251461486755123,0.00230116498305555,0.136792323129305,0.168924785751465,0.102060943399092,0.0189989150396837,0.188565335324537,0.0944225263726237,0.0778748281336674,0.165713400317065,0.143277605805755,0.0193543388373798,0.168530715559236,0.0896686602184121,0.06085492687286,0.193951308898288,0.351426428432387,0.0641571020974858,0.307233965393359,0.462994659305231,0.095102384076827,0.385182959696125,0.490276359887221,0.045889755143808,0.292558959281409,0.215117661586535,0.166642577015259,0.287986913355421,0.0279591012449698,0.104138408966451,0.073337947997312,0.0708794867165031,0.0101352630551917,0.20641007382901,0.366257793247436,0.364329043086049,0.148023758897146,0.0532141879005742,0.447219278362951,0.0902278315913774,0.308180262096237,0.108304510714709,0.0292426880661535,0.496751202194514,0.0700430689205862,0.067829068724201,0.0603783457491387,0.123355118596447,0.0771576321770788,0.116566936584914,0.125920531374062,0.374589800207467,0.338577503245926,0.195903982174125,0.256053373352709,0.042833547309633,0.19707960578573,0.0842206780462466,0.228167685102533,0.290025257345124,0.00776757169209741,0.117660849374992,0.176454652865109,0.1009581649515,0.132929661804187,0.126413427030997,0.350840671713793,0.0447217702920831,0.219677618866296,0.073499402500933,0.154993841677597,0.0973097151401059,0.0950707559467904,0.00311961127742943,0.0352242374383008,0.187950148464484,0.149166728502205,0.0169697058643887,0.2313353799151,0.345910635586111,0.0772798023003646,0.496227622335868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philantomba_maxwellii,0.0131033328822764,0.0179796381552267,0.00480133624072976,0.00551000657480161,0.00420667780060935,0.0299227319767758,0.00123411589736055,0.00175066815637137,0.0122683009582589,0.0974220280621815,0.206005957920656,0.00251035671040278,0.00696668818010548,0.183222585758467,0.111586007770651,0.011436681891292,0.0749779269138975,0.00479927924977774,0.0044020369540112,0.122387845691651,0.0469851960193661,0.00110637166158467,0.00551840994456221,0.0206717974778858,0.00365070275219714,0.000149943957156062,0.00154463389270809,0.0360157636920762,0.00942414890531207,0.146840721393465,0.00194862053631972,0.263749554960771,0.00361512008560672,0.346359898010842,0.361748840051621,0.113385865097495,0.222897933772578,0.12081123538513,0.12875833294142,0.362988007448956,0.355841565262589,0.0110462530288786,0.0108978366196558,0.0471601076742075,0.0514289321513959,0.0455100427931624,0.0373275907174091,0.0292620806835682,0.0134063622626865,0.0478700317725402,0.0602184416949373,0.0127350949089559,0.00416545295044635,0.0300968431561354,0.120498152026823,0.0133258565016592,0.0707347754133634,0.000176505067840949,0.00584341228510521,0.00370012713451151,0.00332497199701753,0.000221534856699068,0.0184224697485107,0.0228395650846178,0.221797247566009,0.0537727342253338,0.00944333244699047,0.0203409591272922,0.00340883221666233,0.00864919283397969,0.424924787710792,0.535981125763278,0.0340969271454413,0.00328291182094043,0.000367112307950501,0.00507057603598915,0.00221431955652185,0.00608726894119849,0.00447745313314885,0.00780785185849842,0.03193964047283,0.0172754757204218,0.377196821862845,0.225250307909271,0.489500719955147,0.0137632624400885,0.140811404955908,0.22687196362496,0.205950254675906,0.00527438811524639,0.00812613622236413,0.00516479824808314,0.0756150024110456,0.146085511550815,0.00943304610596962,0.0619868965993781,0.0055677550021449,0.0127087086381013,0.0011197426893762,0.000605087591832643,0.000762720473966527,0.00565607989534089,0.00136950549031911,0.00228820228254578,0.0369727442572083,0.00602932125043032,0.00594254830927976,0.173978093987627,0.155995841283002,0.010067019401416,0.104312902741549,0.0357230313433545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philantomba_monticola,0.0756534836046402,0.101162500032321,0.00819010413870014,0.166396085695839,0.315854019943661,0.0864428023079855,0.144753590712622,0.123651456416582,0.106810676633223,0.168352106261959,0.218802935644862,0.133707534042974,0.187689956210269,0.14280047471053,0.237159007338671,0.148250194310378,0.290380252137567,0.194498415896047,0.0447263279029579,0.232880995453299,0.367145511237148,0.0901660196577025,0.0401576426247405,0.0889269340465864,0.139714189333088,0.000317687474930439,0.0747386756170451,0.286136711247906,0.308455094495944,0.456385600386012,0.213221990323526,0.350310843268471,0.00749903108311623,0.380307488778691,0.054661421755,0.230757043487986,0.459565667721187,0.356968943383545,0.0676601421743889,0.465556509436609,0.0577049494299587,0.170038226217037,0.237503008303149,0.389437689211051,0.322152216359021,0.211196982817805,0.209786974853646,0.344083101411402,0.100717833538917,0.383313316523171,0.161876704526047,0.146153746764905,0.0128390893836806,0.147609743391035,0.362498381166694,0.0954578762861763,0.202602457085836,0.00039838589674257,0.211532673277484,0.00310818263235835,0.0214257271781731,0.000246802269338264,0.0864438305301533,0.164833952085428,0.343491816303016,0.344642616270279,0.281608682566671,0.174790752658542,0.00750625434868746,0.0293091305295431,0.160090309114846,0.103684263046648,0.323975660385406,0.0099257297937243,0.000888472187368095,0.0181527337008006,0.00375040833477192,0.295037763487497,0.0529863068427142,0.0448965123109358,0.293092012801842,0.135301059412289,0.194798021488023,0.179524320930176,0.107508726084921,0.178476223146451,0.123443178142284,0.255960782115084,0.423916408465984,0.125243382816112,0.0635384006924961,0.0411600906748314,0.316467344038155,0.437558237126655,0.236013279387197,0.392085107898184,0.156544734889872,0.182220206681608,0.241262891341072,0.00445176140220915,0.00289571553826973,0.0116334110632882,0.0997090541851342,0.136292879398295,0.26769876819078,0.201882836674364,0.141597517929118,0.315612487363015,0.171742897028631,0.389079984148297,0.203602193483802,0.147266679364792,0.089508767963497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamochoerus_larvatus,0.322041021799603,0.244776888778882,0.106147512363441,0.00228502592200075,0.00180142881323775,0.268705303985424,0.057659166555751,0.0295478323311125,0.215964566691065,0.2133821406208,0.37042015690277,0.00312242465022106,0.0030100582076481,0.147754858892897,0.434512853332027,0.151839030119771,0.217865020822486,0.127345012704035,0.106936526764952,0.294542376580856,0.106020627360019,0.131963910846974,0.191390878404714,0.0980900157360214,0.00980954876529117,0.0192671173290432,0.00383725039381611,0.110668628427261,0.043841056487319,0.284952828970277,0.00167775730488473,0.221680823313744,0.122442820438849,0.198196197133517,0.0577926119335592,0.340013469405201,0.120382446077696,0.0867863379934001,0.0767170898559981,0.259337293961084,0.0585736163683694,0.298293195688312,0.0482694921747729,0.0870356778092392,0.137349361928843,0.431892777381535,0.0800969349592889,0.291991536596853,0.347729601544075,0.0803297636934314,0.449863483261132,0.337898830011543,0.0127241057353746,0.272414298938937,0.217037569096443,0.143040952202698,0.335684989749022,0.00399246497847672,0.0534343947772538,0.0794849644530562,0.156730226672565,0.0226854838462951,0.197488515938118,0.335489997772557,0.35464448671755,0.143249144768198,0.00403727992191905,0.409293078121388,0.0177781924614029,0.264553409135043,0.156956711415687,0.0886684062776795,0.287107050142426,0.0120429024546365,0.0799407051395452,0.0343436149164552,0.0442943822918388,0.0714022357744555,0.0899461177156112,0.0547360592099196,0.362240043026118,0.322141494687522,0.260293196069336,0.337562526753739,0.125159096171519,0.190344203151388,0.0995048987876767,0.292987205718622,0.275470321936791,0.000798412741650045,0.0592648743159504,0.286284488912244,0.110098920358646,0.186706493673544,0.12385521817446,0.322780977746834,0.000449067895475497,0.267371704552532,0.0776562357067156,0.108653455800477,0.0810115498824164,0.0226262691881964,0.000549722022493482,0.00278897858790295,0.171679929217896,0.158232472010394,0.00498774262737922,0.238731827915647,0.391616067933597,0.0224920776232745,0.475957572541654,0.418381144673121,0.0841533622540503,0.215230973611983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
