,IsDomesticated,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Aspect_10deg,BulkDensity_10min,ClayPercentage_10min,current_10arcmin_annualPET,current_10arcmin_aridityIndexThornthwaite,current_10arcmin_climaticMoistureIndex,current_10arcmin_continentality,current_10arcmin_embergerQ,current_10arcmin_growingDegDays0,current_10arcmin_growingDegDays5,current_10arcmin_maxTempColdest,current_10arcmin_minTempWarmest,current_10arcmin_monthCountByTemp10,current_10arcmin_PETColdestQuarter,current_10arcmin_PETDriestQuarter,current_10arcmin_PETseasonality,current_10arcmin_PETWarmestQuarter,current_10arcmin_PETWettestQuarter,current_10arcmin_thermicityIndex,OrganicCarbon_10min,PhCaCL_10min,slope_10deg
Axis_porcinus,FALSE,241,109.272727272727,44,4703.90909090909,343.636363636364,96.3636363636364,247.272727272727,281.818181818182,175.727272727273,288.363636363636,170.454545454545,2048.81818181818,496.272727272727,6.63636363636364,104.181818181818,1295.54545454545,39,908.727272727273,43.8181818181818,3.8325159332969,132.272727272727,20.2727272727273,1493.15454101562,68.1054545315829,0.219090908765793,13.1590908223932,294.391815185547,104128.363636364,104128.363636364,225.818181818182,241.727272727273,12,85.8127261075107,84.1399993896484,3391.50912198153,153.467272671786,141.294545953924,563.181818181818,157.181818181818,57.0909090909091,0.0204016267962288
Bison_bison,FALSE,3.49446494464945,155.538745387454,38.0147601476015,8513.27306273063,225.712177121771,-177.642066420664,403.354243542435,-5.98154981549815,45.619926199262,113.778597785978,-103.826568265683,594.014760147601,66.4280442804428,36.8191881918819,17.7933579335793,178.188191881919,123.955719557196,149.760147601476,160.715867158672,2.52770209410039,142.376383763838,14.5129151291513,785.591262198022,51.6955352867661,-0.228154983728904,24.2778598813553,53.5212549371473,9482.4963099631,5953.40036900369,-47.9188191881919,34.2841328413284,2.23985239852399,11.1808855155297,81.776457142566,5267.78004100842,138.665461635238,66.063984582345,-157.750922509225,103.590405904059,62.8745387453875,0.0306924286081947
Bison_bonasus,FALSE,73.1320754716981,80.6415094339623,27.4150943396226,7563.58490566038,226.716981132075,-64.1132075471698,290.830188679245,160.075471698113,-8.56603773584906,167.339622641509,-25.8301886792453,629.849056603774,79.5849056603774,32.4150943396226,28.6981132075472,221.188679245283,106.716981132075,217.301886792453,123.22641509434,3.53578155398369,118.584905660377,12.3962264150943,698.553014215433,38.6745282838929,-0.104339623015444,21.100943403424,79.1609433012189,27537.4811320755,19952.4339622641,-8.50943396226415,122.698113207547,5.05660377358491,9.00962275379109,23.2188680216951,4807.17640311763,120.506227313348,113.453396959125,29.4528301886792,578.169811320755,46.2452830188679,0.00392845990252681
Blastocerus_dichotomus,FALSE,216.88,117.773333333333,51.36,3885.90666666667,336.833333333333,106.473333333333,230.36,244.146666666667,167.72,266.733333333333,167.606666666667,1264.20666666667,165.373333333333,45.7666666666667,32.0066666666667,428.773333333333,176.706666666667,363.833333333333,178,5.11373864755034,115.3,15.7333333333333,1550.21092447917,30.7273336029053,-0.182266665920615,11.1593331718445,187.547999165853,93788.16,93788.16,216.18,209.26,11.98,73.5449333699544,73.8230667114258,4936.18658854167,189.63067006429,146.577398427327,536.5,137.4,56.76,0.000413988758955384
Bos_frontalis_gaurus,TRUE,240.803921568627,102.294117647059,53.7058823529412,2658.29411764706,337.764705882353,137.156862745098,200.607843137255,249.156862745098,213.941176470588,274.078431372549,204.588235294118,1734.92156862745,427.490196078431,11.9803921568627,92.7450980392157,1021.90196078431,55.9803921568627,437.039215686275,127.745098039216,3.58915219236823,131.156862745098,27.5686274509804,1542.35647164139,64.4896079044716,0.0245098015110867,8.34411768819772,331.659022013346,104142,104142,259.313725490196,228.156862745098,12,105.051372303682,119.43666675044,2466.75196509268,158.657450358073,121.13353026147,610.549019607843,177.725490196078,57.1176470588235,0.0228325549676311
Bos_grunniens_mutus,TRUE,-5.38461538461539,134.538461538462,36.6923076923077,8652.07692307692,168.615384615385,-208,376.615384615385,99.1538461538462,-105.923076923077,100.076923076923,-121.307692307692,574,140.923076923077,2.69230769230769,96.9230769230769,369.538461538462,12.4615384615385,367.769230769231,14.6923076923077,4.162690027402,124.076923076923,17.2307692307692,705.378471961388,57.7607687436617,-0.344615383360248,24.3730769524207,69.9415379304152,12463.5,9788.76923076923,-59.4615384615385,51.8461538461538,2,14.8523077964783,17.7000001577231,3913.26847956731,106.921539306641,105.046154902532,-162.673076923077,242.923076923077,65.2307692307692,0.0320217716865815
Bos_javanicus,TRUE,261.4,100.333333333333,65.2666666666667,1232.4,338.4,180.933333333333,157.466666666667,262.2,249.066666666667,276.866666666667,244.2,1653.6,301.266666666667,18,73.2666666666667,797.8,81.2,338.666666666667,156.333333333333,2.65143788978457,127,24.6666666666667,1653.5333577474,65.1079996744792,-0.0233333298315605,4.16333336035411,374.306665039063,113092.8,113092.8,299.133333333333,227.733333333333,12,121.369332885742,135.998666381836,1648.51800537109,158.332667032878,133.444668070475,693.1,181.733333333333,53.8666666666667,0.00774584085593233
Bos_taurus_primigenius,TRUE,79.8,79.7,26.9,7500.8,231.3,-58.9,290.2,172.3,-1.2,172.3,-21.3,580.3,76,28.4,30.4,210.5,94.3,210.5,105.7,2.88357803970575,117.9,14.7,710.223004150391,40.056000328064,-0.180999999493361,21.35,70.9860000610352,28272.75,20149.5,-7,129.8,5,9.08600001335144,22.0079999923706,4815.01103515625,121.15299987793,121.15299987793,37.45,461.7,48.3,0.0039450500975363
Boselaphus_tragocamelus,FALSE,256.06,135.16,40.38,6142.94,411.8,80.38,331.42,293.04,234.24,327.8,169.24,732.42,259.72,2.06,142.8,606.66,16.98,199.42,25.44,2.50673070192337,136.3,22.34,1740.44641601562,83.7608000183105,-0.574400004781783,18.6050000572205,74.7845992279053,110698.92,110698.92,231.82,278.54,12,94.1872004699707,148.210201568604,4554.67178710938,200.324599914551,142.900800323486,574.365,85.82,68.98,0.00512215653550811
Bubalus_bubalis_arnee,TRUE,249.32,87.08,57.88,2661.2,316.04,151.6,164.44,267.08,218,277,209.48,2124.64,450.6,19.68,79.12,1154.76,75.28,839.96,246.84,3.30781596660614,129.52,19.36,1425.65678710938,56.0359991455078,0.239199993908405,7.62399993419647,454.228791503906,107851.68,107851.68,254.92,244.72,12,96.172799987793,102.341600952148,1897.52881835938,129.24920135498,125.246000976562,626.42,196.96,54.68,0.00586265625664964
Budorcas_taxicolor,FALSE,110.3,104,36.55,6191.55,240.25,-43.5,283.75,180.2,31.15,186.45,26.6,1123.45,233.25,8,83.65,628,33.5,566.3,37.45,2.74829645901918,123.6,19.3,1016.39799804688,46.8854998588562,0.042999998293817,17.8599999904633,144.144498443604,45648,36560.55,76.8,150.4,6.25,45.1719994544983,45.5404995918274,3359.65397949219,123.314001083374,115.076500701904,157.075,286.4,58.35,0.0661196063738316
Camelus_bactrianus,TRUE,39.1111111111111,133.888888888889,29.2222222222222,11470.7222222222,259.166666666667,-195.055555555556,454.222222222222,163.222222222222,-79,179.333333333333,-115.777777777778,169.222222222222,38.1666666666667,2.38888888888889,87.8333333333333,95.7222222222222,9.16666666666667,83.2777777777778,16.6111111111111,3.47821418775453,134.444444444444,20.0555555555556,889.280563354492,80.5061105092366,-0.790000003245142,32.3750002119276,14.3883333206177,20727.8333333333,16661.3333333333,-70.7777777777778,122.555555555556,4.5,10.4938887755076,29.3127781152725,5767.93063693576,147.732222663032,137.307779524061,10.375,153.722222222222,72.6111111111111,0.0356248845863673
Camelus_dromedarius,TRUE,225.567567567568,134.432432432432,43.6216216216216,6024.67567567568,381.162162162162,67.1621621621622,314,201.162162162162,249.783783783784,299.432432432432,144.054054054054,189.432432432432,59.0540540540541,0.675675675675676,95.0810810810811,137.567567567568,4.13513513513514,56.3783783783784,31.9459459459459,3.30964965207709,138.891891891892,18.2432432432432,1644.05054700697,91.3313514090873,-0.887027022000906,17.6675675366376,20.8410811400091,97516.7027027027,97094.5135135135,199.675675675676,241.72972972973,11.3243243243243,79.4672960848422,166.692162384858,4955.79646589949,195.121081171809,104.560540689004,511.060810810811,71.5405405405405,72.8378378378378,0.0135075167927425
Capra_hircus_aegagrus,TRUE,166.945945945946,130.378378378378,36.0810810810811,8086.89189189189,355.216216216216,-1.59459459459459,356.810810810811,92.8108108108108,259.594594594595,268.513513513513,61.7297297297297,379.351351351351,80.1621621621622,1.21621621621622,91.1621621621622,212.702702702703,5.13513513513514,7.51351351351351,188.675675675676,3.44786861256973,131.783783783784,26.027027027027,1379.36757020693,86.4459461521458,-0.714864864945412,23.1621621363872,36.2718919032329,70830.6891891892,63847.6216216216,101.486486486486,208.189189189189,8.81081081081081,46.9891890963993,182.303243482435,5941.3270164696,188.772702603727,68.468918826129,323.736486486487,117.081081081081,74.945945945946,0.0485274766074695
Capra_ibex,FALSE,99.9469026548673,93.283185840708,35.5309734513274,5758.3982300885,234.87610619469,-19.3008849557522,254.176991150442,42.9646017699115,169.849557522124,171.743362831858,26.4601769911504,919.601769911504,96.5398230088496,56.4778761061947,43.3982300884956,272.300884955752,189.362831858407,195.938053097345,261.371681415929,2.75486322828626,120.787610619469,20.5398230088496,943.465039548621,41.9928317236162,0.00265486643905133,16.1486726777743,139.88442430665,43350.3053097345,40398.6637168142,59.1946902654867,128.203539823009,5.61061946902655,32.2028315890152,124.221680058842,4106.67823778001,127.489202820094,34.9462829775515,139.913716814159,305.159292035398,69.1769911504425,0.0710739401144396
Capra_nubiana,FALSE,201.470588235294,123.411764705882,45,5478.67647058824,339.941176470588,69.4117647058823,270.529411764706,126.705882352941,265.529411764706,265.529411764706,126.705882352941,151.235294117647,34.1176470588235,0,99.8823529411765,93.5,0,0,93.5,2.64121685308569,135.823529411765,19.2941176470588,1479.88176054113,90.2085297528435,-0.896176471429713,15.4176472495584,19.3123529378106,87119.4705882353,87119.4705882353,166.970588235294,205.029411764706,11.8529411764706,59.9047053841984,186.242939668543,5248.64530675551,185.318528119256,59.9047053841984,437.852941176471,127.411764705882,75.9411764705882,0.0341347908491597
Capra_pyrenaica,FALSE,130.038585209003,102.048231511254,37.3504823151125,5918.48553054662,280.672025723473,10.8488745980707,269.823151125402,130.08038585209,170.147909967846,209.906752411576,60.1157556270096,515.630225080386,67.3022508038585,18.2636655948553,33.3890675241158,174.270096463022,81.6012861736334,93.6784565916399,116.774919614148,2.48036029726838,130.459807073955,24.5852090032154,1018.99099937513,59.6794537976624,-0.484083600270403,16.8704179904852,66.9515431640232,56262.2411575563,51147.2556270096,96.3472668810289,164.012861736334,7.32475884244373,34.0528615969937,120.111993777407,4671.1055817926,134.900257687093,77.650739639135,237.899517684887,579.495176848875,72.9967845659164,0.0307660177320002
Capra_sibirica,FALSE,-36.9230769230769,113.615384615385,26.3076923076923,10861.5384615385,168.846153846154,-255.692307692308,424.538461538462,79.0769230769231,-159.538461538462,94.7692307692308,-184.230769230769,282.692307692308,55,4.76923076923077,75.2307692307692,146.538461538462,19.6923076923077,123.769230769231,31.3076923076923,2.75686475863824,130,19.6153846153846,583.025392972506,59.7046150794396,-0.467692302969786,30.7923077803392,25.8823078595675,6986.53846153846,4498.03846153846,-146.615384615385,44.6923076923077,1.46153846153846,2.16615387338858,10.4092309222772,4395.89385516827,107.221537663386,99.1576916621282,-246.692307692308,136.384615384615,70,0.0428525690132609
Capreolus_capreolus,FALSE,82.6865889212828,77.7099125364432,31.9897959183673,5830.28862973761,213.578717201166,-26.3279883381924,239.906705539359,105.090379008746,51.6851311953353,157.899416909621,8.75655976676385,820.813411078717,89.064139941691,48.8513119533528,18.8862973760933,250.591836734694,159.883381924198,217.632653061224,195.298833819242,3.24185019030159,117.52332361516,17.536443148688,684.506049553785,32.9585422091946,0.123265305808243,16.3356413841248,124.190758240814,34001.7638483965,21956.112244898,31.4795918367347,118.6472303207,5.00437317784257,13.2103060987878,47.4923322409305,4230.49577416067,111.208965012353,67.3452916006305,89.1687317784257,760.740524781341,52.9985422740525,0.0163562520986536
Capreolus_pygargus,FALSE,68.4444444444444,106.166666666667,26.1111111111111,10547.8888888889,262.277777777778,-137.222222222222,399.5,194.722222222222,-62.6666666666667,199.888888888889,-71.8333333333333,1158.88888888889,241,27.8333333333333,69.8888888888889,597.166666666667,98.5555555555556,583.166666666667,100.777777777778,4.15613503629963,121.111111111111,19.5555555555556,855.85110812717,23.4466665056017,0.148333330017825,30.1055557462904,115.526665899489,31729.9166666667,23226.8333333333,-36.4444444444444,166.277777777778,5.66666666666667,17.3777778214879,19.0944442749023,4786.00231933594,127.986109839545,122.279998355442,81.8055555555556,290.611111111111,58.1111111111111,0.0378125718044531
Capricornis_crispus,FALSE,89.7674418604651,94.5348837209302,27.6279069767442,8490.67441860465,259.697674418605,-75.8139534883721,335.511627906977,189.581395348837,-7.74418604651163,198.255813953488,-17.6511627906977,1636.32558139535,231.279069767442,65.046511627907,45.0232558139535,658.093023255814,207.697674418605,652.186046511628,224.325581395349,3.31102716870779,108.186046511628,18.4651162790698,870.40838055278,2.31279069323872,0.450465108073035,24.6465118763059,173.276513387991,33001.1860465116,25357.1860465116,17.4186046511628,174.906976744186,5.51162790697674,25.3151161282562,29.0432560055755,4023.98908748183,110.754417951717,106.801394573478,101.06976744186,357.46511627907,52.7209302325581,0.0463794017925339
Capricornis_swinhoei,FALSE,132.333333333333,74.2857142857143,46,3166.19047619048,203.333333333333,42.5714285714286,160.761904761905,166.142857142857,101.428571428571,167.190476190476,88.4761904761905,2920.95238095238,458.095238095238,71.0952380952381,55.8571428571429,1254.71428571429,242.714285714286,1194.2380952381,296,3.60824910231999,125.333333333333,18.5714285714286,947.958571661086,9.57523818243117,0.664285715137209,8.77857137861706,638.71429007394,57253.7142857143,57253.7142857143,120.952380952381,136.238095238095,9.23809523809524,56.2133338564918,57.4266666230701,1792.548101516,96.1152376447405,97.0128569830032,291.119047619048,277.761904761905,69.0952380952381,0.0776995219556349
Catagonus_wagneri,FALSE,246,130.7,57,3378.8,353.9,126,227.9,277.9,211,283.6,198.4,688.9,108.3,9.9,60.5,298.6,42.6,282.1,68.5,1.87796958684921,130.5,21.6,1792.533984375,61.5930004119873,-0.616000002622604,9.65,102.379000091553,106374.6,106374.6,256.1,221.7,12,91.6059997558594,113.686998748779,4367.12399902344,197.057000732422,184.385000610352,626.35,121.6,63.1,0.000585752073675394
Cephalophus_dorsalis,FALSE,254.671814671815,96.5019305019305,76.8803088803089,721.725868725869,322.760617760618,197.694980694981,125.065637065637,254.339768339768,255.216216216216,264.250965250965,245.96138996139,3109.10038610039,457.127413127413,92.7142857142857,45.4054054054054,1077.67953667954,397.799227799228,574.528957528958,825.158301158301,4.01227209881006,123.46332046332,31.3513513513514,1630.55298134351,22.7543630010833,0.467297287470873,2.27374517227232,838.449625729594,110035.667953668,110035.667953668,283.366795366795,210.911196911197,12,123.214787634183,140.748804394343,1242.46562613115,153.555137958306,132.626215577586,668.471042471042,221.544401544402,42.0617760617761,0.00350007333372033
Cephalophus_jentinki,FALSE,254.71,96.02,77.52,693.82,322.04,198.72,123.32,254.2,255.41,263.95,246.21,3195.3,472.85,96.65,45.37,1101.88,413.89,581.77,845.19,4.12410252094269,123.56,30.38,1627.97980224609,21.4431999874115,0.48829999089241,2.19450000166893,869.132412719727,110055.24,110055.24,283.42,210.72,12,123.194199905396,140.363001556396,1227.65469482422,153.157203063965,132.479999313354,668.795,225.06,42.06,0.00307498081587255
Cephalophus_natalensis,FALSE,219.946428571429,100.178571428571,55.9107142857143,2561.92857142857,300.446428571429,122.089285714286,178.357142857143,248.910714285714,186.892857142857,250.071428571429,184.607142857143,1034.60714285714,155.821428571429,34.7142857142857,46.6428571428571,414.517857142857,115.267857142857,370.928571428571,116.857142857143,2.25502472471159,132.053571428571,22.0535714285714,1403.25285121373,32.1628570216043,-0.258571428180273,7.34642853907176,201.492499487741,95063.4642857143,95063.4642857143,237.964285714286,206.875,12,80.8762490408761,84.0324994495937,3153.70878165109,145.652502877372,143.498217173985,563.464285714286,137.339285714286,60.9285714285714,0.00807372812078728
Cephalophus_niger,FALSE,254.171428571429,102.971428571429,75.6571428571429,766.142857142857,327.171428571429,190.885714285714,136.285714285714,251.285714285714,254.857142857143,263.8,244.628571428571,2712.94285714286,424.4,66.3142857142857,51.7142857142857,1005.48571428571,297.257142857143,485.2,802.857142857143,4.0310438990593,125.828571428571,27.4571428571429,1672.77856794085,33.5339999607631,0.329999997360366,2.42857142857143,700.610580008371,109820.571428571,109820.571428571,285.714285714286,208.2,12,125.905143083845,144.850857543945,1303.21085728237,157.382572283064,133.316572788783,665.057142857143,200.514285714286,45.2571428571429,0.00558726085749056
Cephalophus_nigrifrons,FALSE,152.944444444444,113.722222222222,87.0555555555556,349.055555555556,220.055555555556,89.3333333333333,130.722222222222,153.722222222222,151.388888888889,156.833333333333,148.388888888889,1521,199.666666666667,50.5555555555556,36.2222222222222,515.944444444444,212.888888888889,415.333333333333,282.944444444444,2.91234993934631,107.055555555556,31.3888888888889,1365.27999199761,27.9683331383599,0.0872222222387791,1.130555546946,409.094994439019,66183,66183,201.277777777778,98.0555555555556,10.8333333333333,103.81777826945,111.190555148655,825.346659342448,121.792778438992,115.391110314263,364.861111111111,376.222222222222,51.2222222222222,0.0602894316220449
Cephalophus_rufilatus,FALSE,280.064102564103,132.570512820513,63.8205128205128,1862.42948717949,386.871794871795,180.634615384615,206.237179487179,261.557692307692,272.205128205128,307.820512820513,260.794871794872,965.955128205128,240.128205128205,0.326923076923077,106.192307692308,627.032051282051,4.80769230769231,133.974358974359,572.121794871795,4.25266589668508,138.301282051282,19.3910256410256,1974.19915301983,79.0776270597409,-0.507371799184535,5.7384614501244,156.709870900863,120973.384615385,120973.384615385,302.878205128205,248.525641025641,12,141.26814411848,166.743912427853,1966.32674153646,187.016087752122,140.206349446223,730.961538461538,137.397435897436,62.4038461538462,0.00501385924051134
Cephalophus_silvicultor,FALSE,246.964285714286,107.25,77.2857142857143,705.857142857143,321.285714285714,182.071428571429,139.214285714286,243.714285714286,248.035714285714,256,238.464285714286,2708.82142857143,408.642857142857,72.2857142857143,48.4642857142857,982.821428571429,312.571428571429,473.285714285714,798.857142857143,4.01496972356524,126.035714285714,27.4642857142857,1680.67572021484,31.0792856897627,0.309285712295345,2.19821426272392,696.70607648577,106722,106722,283.714285714286,198.285714285714,12,127.225000108991,146.451786313738,1254.52035740444,157.060001918248,134.419285637992,644.732142857143,206.285714285714,45.4285714285714,0.0143298217569411
Cephalophus_zebra,FALSE,254.648275862069,95.9379310344828,77.5172413793103,694.124137931035,321.965517241379,198.786206896552,123.179310344828,254.08275862069,255.372413793103,263.875862068965,246.144827586207,3195.50344827586,470.510344827586,97.0275862068966,45.2275862068966,1101.11034482759,414.910344827586,583.606896551724,844.220689655172,4.22673917721058,123.372413793103,31.4,1626.85283118939,21.2637241429296,0.489517232672922,2.19827587193456,869.484084556843,110017.862068966,110017.862068966,283.289655172414,210.606896551724,12,123.087310527933,140.270621885102,1228.92840786638,153.092278000404,132.198551783068,668.706896551724,224.462068965517,41.8137931034483,0.00320031360867594
Ceratotherium_simum,FALSE,207.041198501873,128.479400749064,56.3632958801498,3330.80898876404,304.048689138577,77.6928838951311,226.355805243446,243.689138576779,159.932584269663,244.089887640449,159.790262172285,720.456928838951,120.34456928839,14.2921348314607,65.3183520599251,331.243445692884,49.0823970037453,329.955056179775,49.5280898876404,2.47636629371851,129.486891385768,20.187265917603,1537.02277228538,52.3843821121959,-0.520674154218217,9.4844569874167,114.382846160774,89558.4269662921,89558.4269662921,228.460674157303,192.138576779026,11.9213483146067,85.301348711221,85.5939704237806,3577.82282248508,165.947078433376,165.532395980778,508.357677902622,92.0749063670412,60.749063670412,0.00940549953770384
Cervus_elaphus,FALSE,77.0616438356164,75.8681506849315,32.8784246575342,5370.83219178082,201.433219178082,-25.4777397260274,226.91095890411,67.1712328767123,70.736301369863,147.623287671233,10.2996575342466,989.878424657534,111.760273972603,55.1147260273973,21.4434931506849,314.167808219178,181.357876712329,226.75,263.417808219178,3.30724877815759,96.7705479452055,16.1352739726027,648.842105604198,28.7295033503069,0.246797944077814,15.0852739647643,163.728544927623,31685.2217465753,20551.1866438356,35.1369863013699,110.38698630137,4.51541095890411,13.3933732615758,62.9741266328995,3957.71706024588,105.012174684707,41.4539383462031,87.2739726027397,1728.06164383562,48.7551369863014,0.0265692549059806
