"","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Aspect_5deg","BulkDensity_5min","ClayPercentage_5min","OrganicCarbon_5min","PhCaCL_5min","Slope_5deg","PETColdestQuarter","PETDriestQuarter","PETWarmestQuarter","PETWettestQuarter","PETseasonality","annualPET","aridityIndexThornthwaite","climaticMoistureIndex","continentality","embergerQ","growingDegDays0","growingDegDays5","maxTempColdest","minTempWarmest","monthCountByTemp10","thermicityIndex"
"Aepyceros_melampus",1.0079369506039,1.07152568546444,0.884870026154704,-0.86303782686329,0.935275609678418,0.892399709872799,-0.652043383619128,1.07246228654436,0.797028742111909,0.915361592127672,0.98079995602766,-0.420478183710215,-0.17100073316161,-0.538554882310645,1.19389836442581,-0.216975205554921,-0.553088001903631,-0.30035595766591,-0.516040147431189,-0.0248939672925832,0.617482567214734,0.0203608961662208,-0.40320606825502,0.479060541373318,-0.347986534596094,1.24716562183824,0.763764132002578,0.975255217396869,1.16211484818206,-0.440708749983518,1.26387590959652,0.908669159108645,-1.04751398001446,-0.86532528829387,-0.275746583334083,1.10016753703788,1.11902020187656,1.04591697423364,0.810258592562615,1.11844008119788,1.0310745527253
"Alcelaphus_buselaphus",0.99675976071277,0.89900751858495,1.17377586620133,-1.09641847770207,0.790050845565606,0.994706390091341,-0.889780177133983,0.818121186866054,0.857143803055155,0.762754025055487,1.07183749083695,0.0619991015535543,0.397187778920025,-0.515568523096022,0.773140036521162,0.352035499843746,-0.511610484143763,-0.157377516705392,0.185446841321598,0.0873630376072809,0.58558622384689,0.322670845453237,-0.35023996214249,0.0213623669762422,-0.362896909684652,1.42633393562682,0.836254969970054,0.793949759689218,0.743644048978257,-0.901382176292601,1.2099082778934,0.546700180776394,-0.660426779357708,-1.09717056935726,0.0155136388060031,1.08488643041003,1.10362146222561,1.1202841822085,0.636594575163513,1.0905548252429,1.08236004939945
"Alcelaphus_caama",1.22379432897974,1.38363509850587,0.786217435438785,-0.781164058850682,1.42388834706137,1.00299736885218,-0.492229002480523,1.42568791705428,0.966173866781244,1.34548420531488,1.10587993225553,-0.724664689632219,-0.435176615222078,-0.637291216605967,1.94313021841318,-0.527140326615368,-0.673362138225137,-0.852921315618697,-0.562343440587603,0.00806513491218541,0.70471450224189,-0.28402800451581,-0.422183062919432,0.597897067032971,-0.481093993385935,1.52264600980055,1.108853083758,1.44702822131426,1.44027780964145,-0.242413340417013,1.60201147489172,1.34825001712749,-1.35849565296179,-0.767431612062911,-0.46277825443355,1.39502397142391,1.40568945654326,1.17131039632656,1.24631171766859,1.11793616338525,1.26330974518743
"Alces_alces",-0.437836199534463,-1.46986135335326,-0.68052270845275,-0.151432141190609,-0.955174321204301,-0.112630342607404,-0.458175953676377,-0.740530179979897,-0.276906606948155,-0.783595499359815,-0.241116825941519,0.119793306681497,-0.199588825092599,0.666855061504018,-1.01266298897844,-0.160405119143799,0.611331168516173,0.111574989955635,0.225482632149608,0.0179531807088919,-0.690676991659731,-0.536767873779324,0.76103228407181,-1.15645609589311,0.146815766648106,-0.850139542123536,-0.7056665518547,-1.02767910839921,-1.04651917033202,-0.0848732464644587,-0.992863977681125,-1.15123893988891,1.26459504643131,-0.157355216080098,-0.0430173511135747,-0.856729047731379,-0.890836790099029,-0.318197050088696,-0.67650113926762,-0.828135093043758,-0.72583620686092
"Alces_americanus",-0.525510887250466,0.0335669989311882,-0.499639212789564,0.257391043420032,-0.547168025812992,-0.472877892712669,0.312219374417306,-0.896720839682547,-0.31891075352921,-0.65892004469408,-0.463367249830705,0.0515291856558966,-0.240737203149627,0.608757488027707,-0.947657683525256,-0.206696917048802,0.588244752913906,0.0645399055712994,0.1789251802804,0.0119195615985977,-0.6086476329578,-0.415689803311583,0.576699106101004,-0.60851507084816,0.517712895215653,-0.77943179408712,-0.48259944358018,-0.375892844785374,-0.625280751271596,0.50176532189589,-0.652438303975775,-0.743793369949026,0.677707090349882,0.28127955184987,-0.252077281761497,-0.864468234216011,-0.873640545811329,-0.461517195819046,-0.807525742155647,-0.783350096769074,-0.788959577778552
"Ammotragus_lervia",0.658283738827554,0.103998908666356,0.672958252268174,-0.797143272874556,0.475420460897524,0.805800121719642,-0.827063821566528,0.068831030869911,0.960411111165001,0.486381638936294,0.747024801662641,-0.37194418379761,-0.451311604291555,-0.290228072120371,-0.399852532433558,-0.476061456235719,-0.201378382443516,-0.747879455559435,0.00814019209684801,-0.238315973210868,0.372777743242866,0.51251707495114,-0.237833879053815,0.793722272445585,0.75281196014085,0.521279496452617,1.16631449068231,0.373187151217848,-0.24743335950428,-0.220284418662831,0.539718933765211,0.590646159703987,-0.828720487389083,-0.805609105960342,-0.236510673482409,0.622514127981921,0.628635845803607,0.719595256498242,0.437851728186862,0.738470601198759,0.647888755297821
"Antidorcas_marsupialis",1.09317053719968,1.24338371609908,1.00230799548851,-0.917293871913271,1.08196863121247,0.97249010705307,-0.670046730255376,1.14046674297595,0.869376931312547,1.03078341957153,1.06458726133221,-0.50539299350019,-0.173333901501733,-0.607691865064639,1.72679115899136,-0.274313048015954,-0.632831480654097,-0.661290938753928,-0.399251697824993,0.0624427886948476,0.63524893298084,0.105896359461924,-0.391682291329936,0.536238831471905,-0.35943067489601,1.4831132736722,0.914059893008814,1.13806703975528,1.17709757823461,-0.553563952691774,1.42722141599428,1.1380275488994,-1.1555505731006,-0.914808752559641,-0.320699636055495,1.21659192355962,1.23218571117255,1.13167124880139,0.907560694414514,1.10801676696348,1.14659230045716
"Antilocapra_americana",-0.0736170589404637,1.53838962609011,0.00143938283520297,0.043540929803746,0.286735512042958,-0.13815404022446,0.379547292381842,-0.326572942980681,0.0433165222158486,-0.0471602049404431,-0.0590385049250913,-0.454869275338342,-0.49484287196426,-0.206190959744813,-0.413784526264769,-0.494440783278279,-0.212614565039607,-0.401520603095102,-0.27200835312034,-0.152267432126169,0.668380297305644,0.0703957182698635,-0.312444008245135,0.489874801222296,0.172503620683758,-0.387165158578185,0.00667755284316377,0.628410569557399,0.323430083598093,1.11098638018122,0.0558105406816036,0.428813458934753,-0.755904786412261,0.0769225396358752,-0.425202620029484,-0.43568215990356,-0.514439726694136,0.0123230485925534,-0.384130222778803,-0.322493849537757,-0.304818629777919
"Antilope_cervicapra",1.1934614175254,0.455613117969543,0.2308983227861,-0.639424714634752,1.44920136557484,0.960750685007937,-0.416432460513077,1.33517853255668,1.01600853109533,1.42509398320881,1.03261141683984,0.0670699627596581,0.968933916598415,-0.569570916650727,1.897837210197,0.792205458316428,-0.538281623165875,-0.231550519152041,-0.450298727544943,-0.483895303995644,0.595103488880184,0.795023686902557,-0.390246317502714,0.714927511002044,-0.43526804589064,1.05493784190114,0.967173553399672,1.10687424263915,0.506763157425117,-0.102660689409116,1.09957219778686,0.900673508569959,-0.614426249242586,-0.563246762351829,-0.139293235163233,1.35358495351983,1.36540106195073,1.05802571514068,1.58678535066436,1.118108051043,1.17779472009897
"Axis_axis",1.13016189876127,-0.561791993972947,0.492937465296489,-0.933985491257603,0.90405316378596,1.12788790952553,-1.00360467555161,1.16371931571397,0.947925011392877,1.09282616480757,1.09619226614411,1.18895311872211,2.07900186647668,-0.267931663309508,1.00802139904197,1.93444671931068,-0.166714569888443,1.11384175799338,-0.0677932625617535,-0.0130299504896586,0.266267429109956,0.807045529887303,-0.304708407491897,-0.0115365913288983,-0.112976543957062,0.995502831484398,0.638049950188144,0.383435702663213,0.24345318988664,-0.822315716377838,0.762526719549768,0.281744171840644,0.544021120749854,-0.91094030378166,0.800649791023609,1.26713668081854,1.28134211709253,1.05655266959939,1.31792354759794,1.11606866433396,1.19119201599791
