,Aspect,BulkDensity,ClayPercentage,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon,PhCaCL,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Aepyceros melampus,0.000192662765052131,0.418709926920196,0.594541620312821,1.00572468911515,0.234073723790428,-0.662283937689828,-1.14167795523604,0.00255122198889028,0.861668685001742,0.887143667472865,1.02224689555548,0.319660620997734,1.11847847715612,1.21858605411421,0.615362439954655,-0.958139914707082,0.494810928158582,0.909772132300819,0.901810954393054,-0.357523464144216,0.141772200473687,-0.253315579813877,0.833322675231721,0.806670093340018,1.3064474649626,-1.13182774561026,0.424050879205708,0.893550627607559,-0.98372073648332,0.733444867821546,0.727209171676551,0.446630622077938,0.958236079688757,-0.0124050967330539,0.187457896177256,-0.329235252758714,0.448118750426348,0.123505558669111,-0.293721173354034,0.321430628663086,-0.35478529899256
Alcelaphus buselaphus,0.0862053188055814,0.597791383160624,0.367427741165898,1.29540255276893,0.648250814650481,-0.605096243447478,-1.14973701485762,0.0850490794944087,1.22697602122952,1.24230763741894,1.18096326023096,0.89500372180906,1.10173874470626,1.59929141154842,1.01184863718847,-1.10451178298677,0.77813491859017,0.662391601054129,1.2141514917055,-0.351755837652121,0.015972011300582,-0.379435559364325,1.1011106370587,0.772876805078181,1.23724274720206,-1.15001553451157,0.922123362717718,1.11584270347354,-0.974986904319081,0.897790718137349,0.966654689631225,0.928029441766674,1.17819210638588,0.16726487395371,0.672956259166269,-0.502673785920809,0.98682143016744,0.592904688831027,-0.499188632302047,-0.190369380758965,0.674526513548971
Alcelaphus caama,0.216121326062479,0.734116712248181,0.86191977916462,1.33447241573023,0.91718361717113,-1.15382174873388,-0.806527644110502,-0.381748550773398,0.889126839601391,0.913839400703155,1.012116627453,0.464357366070466,1.11847847715612,1.1138205082823,0.479895433610785,0.099754438280625,1.27653277101435,1.33826184571448,0.849154076779458,-0.420102971256513,0.211370425925431,-0.458626944298197,0.852563077450112,2.01709761115944,0.921772117993264,-0.777117551592365,0.807745170552659,0.647696178375937,-0.390007592274979,0.927541647533687,0.603659157166324,0.710329216418056,0.839150911048601,-0.489639233548541,-0.233962277936246,-0.634722051037303,1.21256837371216,-0.232734251572803,-0.659845579465179,-0.214237971654847,-0.592211727594379
Alces alces,0.0566465482312795,-0.455826716445224,-0.601288535681323,-0.991497015880113,-1.07725753652431,1.28573348057789,-0.192693647658073,-0.032925863304824,-0.826622438201715,-0.871641304444344,-0.267924093753078,-0.579898252654187,-0.730410951204575,-0.865120155810185,-0.657061790144989,-0.0217382337661739,-0.991776192271281,-1.18035901793408,-0.672139702614832,0.574690447557282,-1.30471922032884,0.14467947898934,-0.376549906339213,-1.52416651067852,-0.696295072796366,-0.174754518855059,-0.885631946580015,-0.0461072379135191,-0.506896113723524,-0.709720229629782,-0.196909430013324,-0.693765424338226,-0.18659870051369,0.160213948900579,-0.177697524011635,0.676482789718418,-1.02057974801225,-0.133750512619099,0.632998217544694,0.0998532294389814,0.280167021645631
Alces americanus,0.0107010862948295,-0.353262708086791,-0.400451371404079,-0.54307747284315,-0.654989663349224,0.556466289128547,0.241452017354858,-0.240837696464473,-0.85137524257539,-0.864161029219122,-0.391646938645008,-0.82788209392968,-0.740444036393006,-0.726299738501254,-0.330596672658342,0.614819691402841,-0.203269613151917,-0.648036548952857,-0.747438260224752,0.215812737289868,-0.676904941099173,0.644709479545832,-0.489199508124381,0.393027259168557,-0.384479380423308,0.222141311639767,-0.427882453023466,-0.441972553973232,0.345739504286053,-1.08101966332599,-0.225901789144061,-0.615355511476796,-0.420605221173163,0.0970801736678554,-0.270450249974848,0.784473965932216,-1.1068222827869,-0.228728939577119,0.727883378659496,0.0119341358282418,0.246301818816506
Ammotragus lervia,-0.224524750518912,0.405922647193584,0.486590337545596,0.0588183413249769,0.36612700997244,-0.604927235418809,-0.470073956514074,-0.290104599724811,0.248897575521421,0.279586570317979,0.428161754073804,0.375181490829408,0.367150927999376,-0.167275923088445,1.16291646892317,0.443245533980032,0.0711853987764484,-0.92579622830574,0.269898885584225,-0.0344843872665923,1.18630879911123,0.955134739790284,0.384824721941474,-0.187271998444025,0.00787088446884977,-0.473675211691896,0.322269447980352,0.535736078791399,-0.545879281618733,-0.301925750400954,0.92834612342664,0.32960043172084,0.46108260501823,-0.319013198873511,-0.449321666309696,-0.263074718863029,-0.670517770478882,-0.468774228064152,-0.0943610264288231,-0.729744698176647,-0.0103304103094626
Antidorcas marsupialis,0.276218549124396,0.597440398703823,0.0148951399132196,1.07778303069714,0.982864563727348,-1.18935004595495,-0.880480377773009,-0.403747937632729,0.752620268060527,0.781123161350241,0.925702803830076,0.301768787160526,1.07243109400642,0.927868686723578,0.36688331982487,-0.0439123672525075,0.915673651583546,1.11411750455007,0.75546057003264,-0.454139886916811,0.348441400431178,-0.313046441360493,0.753257748927284,1.53144471831581,0.984298199890542,-0.85437136996568,0.533005702176543,0.664016466870953,-0.590352893869436,0.75276407459353,0.571411026844525,0.502184967231213,0.799786969143028,-0.568920506558855,-0.378262587328293,-0.608060175001079,1.12433430065848,-0.381151867828454,-0.638801253416394,-0.341353534918239,-0.578724319433965
Antilocapra americana,-0.193014541109569,0.685668834151127,0.0424274895638391,0.07507835911415,0.412403667063141,-0.736752703955931,0.0379591653457919,-0.418114476475951,-0.432210119119555,-0.516220666583073,0.0395047397177214,-0.403419227506738,-0.317094577375043,-0.357554329962769,0.0827435022854795,1.07149127815233,0.632043445956706,0.39507778827454,-0.308984197268086,-0.339285902786969,0.450028701039138,0.184474998664625,-0.0750244151953399,1.61673488234743,0.0462500014244325,0.0117105023841629,0.276250998520271,-0.122350076919872,0.350537289593196,-0.325850202422683,0.0820999653263936,-0.0664921646616693,-0.0450257362240398,-0.434582417546509,-0.49003876580039,-0.166309002085914,-0.426185547090492,-0.482238521877039,-0.176365290362609,-0.388550954058458,-0.256011174308096
Antilope cervicapra,-0.445261032623528,0.615681703571397,0.519245472130418,1.10618059971294,0.924893942923453,-0.730976850440596,-0.469223053503106,-0.22452651761397,1.34327162789365,1.35537410297814,1.02486445814804,1.6721459355683,1.11847847715612,0.99952202155476,0.982381105226778,0.00304067765741613,1.1443839931925,0.532449654559012,1.13391521747734,-0.410175734741675,0.933295441032675,-0.46721774113691,1.18650883615428,0.561417164425771,0.159897908887002,-0.551695648846115,1.49621249507726,0.903397199939572,-0.305367295237237,1.37139335096013,0.986698671597552,1.47795072257106,0.993480495870474,-0.0502692658495566,0.951010484967637,-0.586038250617743,2.14226203089148,0.722647950894486,-0.55672623663489,-0.276408630764827,-0.492376446088098
Axis axis,-0.0347385485685126,0.452221815562943,0.64829054345026,0.846274367697009,0.620594900030743,0.206542937555798,-0.788366329841908,0.543320693118654,1.27947716559944,1.29335100012192,1.05276431567796,1.40627456942002,1.11847847715612,1.00686736966579,0.795897020486186,-0.553691782661505,0.552719638935473,0.217273715854234,1.16085208213795,-0.323190928076695,0.353985040626453,-0.124502665511121,1.13870543313166,-0.194544158480237,0.508166594060385,-0.823813921345709,1.08352777123866,1.06071443989827,-0.793198544461807,1.17962046822968,0.992702056734611,1.19026554549029,1.06237550713637,0.849762267422902,2.17478399773027,-0.4168227830304,1.58719474125637,1.87429364369186,-0.329368143232181,0.636312244746114,-0.00560697830253637
