"","Aspect_10deg","BulkDensity_10min","ClayPercentage_10min","current_10arcmin_annualPET","current_10arcmin_aridityIndexThornthwaite","current_10arcmin_climaticMoistureIndex","current_10arcmin_continentality","current_10arcmin_embergerQ","current_10arcmin_growingDegDays0","current_10arcmin_growingDegDays5","current_10arcmin_maxTempColdest","current_10arcmin_minTempWarmest","current_10arcmin_monthCountByTemp10","current_10arcmin_PETColdestQuarter","current_10arcmin_PETDriestQuarter","current_10arcmin_PETseasonality","current_10arcmin_PETWarmestQuarter","current_10arcmin_PETWettestQuarter","current_10arcmin_thermicityIndex","OrganicCarbon_10min","PhCaCL_10min","slope_10deg","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"Aepyceros_melampus.csv",2.73507607419392,131.786308688503,24.793272507828,1686.03717221193,63.4652627300298,-0.581525469459887,6.56979290949652,120.351669827562,90378.9079885462,90378.9079885462,246.159522851629,169.553033273936,11.999503536573,111.623600568466,117.182757157395,2483.17512926125,166.017915412355,157.864761026146,520.792464296524,124.037386220223,60.0430392904264,0.0109965913068342,208.952437500705,138.503924973642,66.136591310131,2250.20191140041,307.619154097381,94.4470828296634,213.172071267718,229.18669783538,179.087588559099,233.462989795525,176.7787385581,698.666772459025,141.179385924981,9.89097424729932,77.6313008093818,351.856806353533,39.9967353397876,273.420692664172,51.6680509795746
"Alcelaphus_buselaphus.csv",3.41868802249216,139.068619112964,22.1982601485741,1859.50022419676,73.830662229881,-0.558958774918646,6.51679505500994,135.780961760314,107007.559433624,107007.559433624,280.673272407196,214.120151743642,11.9246673431943,131.721228407033,145.438408666343,2227.77380937745,179.241637372994,146.425876132309,637.153900144691,128.404082078936,58.8549219777925,0.00649408695002365,247.498664831305,137.067627408488,64.4700382582524,2173.82072633213,353.177082426891,138.528242045924,214.648840380967,244.903997739412,228.328693035901,275.915200727052,221.391687333703,815.058956348726,193.680288254738,4.14522868233909,96.0039897614874,489.231510798809,18.2434327578558,176.041543356857,263.064071590678
"Alcelaphus_caama.csv",3.06192887743403,141.472077310729,23.9497665726781,1882.02962810086,79.6695539870137,-0.796818226124026,11.1196234798922,45.6644084595551,92532.2078581019,92532.2078581019,246.546909994522,180.27071072861,12,108.698488151353,109.669427723427,4130.9687238869,201.361690158809,177.459651326838,510.340021012496,72.2058496024144,62.3472559638257,0.00286346413622455,213.949113985059,171.35732509059,58.3017405714286,4000.10106558712,341.646065440853,49.8439970329152,291.802068407937,246.651223244337,157.3408019007,256.262611796313,156.564547614986,383.216779991666,97.9145282290136,0.0714285714285714,106.214558052342,255.695968047158,1.58739921197915,174.245326079922,1.75393064055058
"Alces_alces.csv",3.12230949249982,114.456755492791,11.5493615790881,505.124777621981,31.064189273261,0.272497377786928,20.5286318402468,107.798135423185,15995.8103993055,10536.8077869506,-27.6798344387986,102.957219794087,3.50245775196718,3.82107273126188,29.4955673508802,4074.09398853916,96.9740269884001,60.4751538486739,-51.7672944128384,704.458741638063,43.7987752757547,0.0176198540698723,40.1920187109696,71.1294696520659,25.0125732292553,7334.16104290444,190.339365980405,-89.9818290737101,280.321195054115,104.72685291116,-7.72500696060793,136.591938129604,-51.4551714552364,783.550110807041,95.0594052281762,39.035382799503,28.0831342052902,264.361274328339,128.833769324749,226.352193372479,174.096030129535
"Alces_americanus.csv",3.11340412936644,112.401486212204,12.8718131466185,747.500649030763,40.8755901967683,-0.0196998453115182,26.8772720734958,71.9962933757899,14473.7795207818,10607.500584337,-56.3545822463085,85.3554736859254,3.4141290047344,10.3956821269448,53.914705493968,5053.88998294219,130.434780798029,79.5504133083885,-83.311328819206,598.693738940117,50.6537892069819,0.0307008797623728,22.8211970326002,122.866655102771,30.7192432670943,9431.14576733018,227.945034687578,-167.930472322907,395.875507010485,65.8506104088588,-8.99397447130428,141.961983952438,-99.512721194744,767.121783179075,88.7951784583947,43.1376845599642,25.8011326212504,246.71457046051,142.124652334689,212.934431246274,175.81331958609
"Antidorcas_marsupialis.csv",3.44103665763863,138.730791219992,18.3973371733946,1730.96520425144,82.2715263733276,-0.822528911611772,10.4469202003141,38.9133681173245,85895.5281590712,85895.5281590712,226.401060828528,169.26481214056,11.7888885512266,97.0526583711551,101.469321105766,4033.38021807468,185.909535791771,167.673721147429,469.543906102822,56.1849214578638,63.2506013715258,0.00750168058292954,198.632814964311,159.165709639669,59.3675610793914,3733.29598993302,318.053767166876,49.5376150614832,268.516152105393,231.890153624563,148.879510169428,239.210235240365,145.687152807934,312.516537690385,75.5331439745154,0.935414666967339,100.300220772271,198.274915042531,4.20987725165152,145.162013531504,5.21703824339259
"Antilocapra_americana.csv",2.76637145041682,141.112210738488,19.5093062579119,1118.51241530286,66.981040178103,-0.599898771355188,23.8773730239102,37.1875251721561,32468.648802941,25972.0121327707,33.9503627489574,113.409621772082,5.2676725977399,29.3336934224946,82.8835695688369,5868.999463229,170.475499529007,131.505917394464,72.1435444071375,129.546094008961,64.7131231482988,0.0196529005748287,79.1414918803604,160.200129736499,40.0053692291055,8315.22257652391,291.313733964083,-107.361227352963,398.674961317046,132.554307773018,52.0199646962928,187.209900471656,-26.3225923166519,413.358375236105,63.7047004226104,15.4362976214969,46.6866588217943,169.18997008226,54.511101366842,138.367597560431,75.8991514466523
"Antilope_cervicapra.csv",2.59460809524121,138.981766327591,23.3754674039881,1745.99353153936,81.4320762902169,-0.596629279520031,16.5802268623062,77.7542701619157,112076.790166954,112076.790166954,247.50753547447,273.864224242694,12,100.480036052564,145.483181901946,4141.15441521374,196.548611773979,139.562708957132,607.300316362067,85.3665810318171,70.3864109092332,0.00465026867296842,259.198820400523,131.109620440369,42.4136863606619,5367.51196696563,405.992876701163,96.4012176783288,309.591659022835,286.662378153579,234.490992093381,323.785718370914,184.012471208339,698.426389796329,234.492590040993,1.69474758594994,135.296042491645,556.442416867424,13.2039110618906,166.292974046242,23.4525847354866
"Axis_axis.csv",3.15798645589404,136.58410367145,25.585446393242,1583.34144241209,70.7394318856394,-0.197641635594026,11.145933758407,240.844308271943,110202.571001306,110202.571001306,256.689784082627,253.668504284258,12,101.672248708414,130.156892489878,3012.89598772286,166.56595100985,123.827782064792,627.530407450172,140.225783851986,62.5411910256065,0.00912943198401296,254.964283657526,106.209055222746,51.1716834398956,3686.6764744727,364.939962246454,135.216316653725,229.723645592729,269.925909539453,236.891728159665,297.891568948934,203.250595473324,1273.14064388518,352.612482223203,7.34768178381713,112.648292187174,849.199452953063,37.6495365312691,319.55655057842,144.073926433747
"Axis_porcinus.csv",3.49827727638466,133.849376573719,19.9241545255099,1509.29167219349,68.6764737700524,0.145600407694535,13.8956681453074,268.176896639379,103716.750689318,103716.750689318,221.818472587488,243.277324934883,12,84.7475095073397,98.2567686441917,3640.47030732632,159.88277091251,139.171248185883,554.356355705135,131.583199913182,59.4182365539433,0.014362256662355,239.996702209898,111.987479305458,43.1321714399857,4910.69059862661,351.444057080334,92.5411809077488,258.902876172585,280.392876923016,187.195784753833,290.453162808226,167.195223177088,1922.75834508265,483.912771952043,6.05177831363778,107.90434759911,1242.15677888297,41.3608217750417,828.646392539311,50.143124917352
