"","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Aspect_5deg","BulkDensity_5min","ClayPercentage_5min","OrganicCarbon_5min","PhCaCL_5min","Slope_5deg","PETColdestQuarter","PETDriestQuarter","PETWarmestQuarter","PETWettestQuarter","PETseasonality","annualPET","aridityIndexThornthwaite","climaticMoistureIndex","continentality","embergerQ","growingDegDays0","growingDegDays5","maxTempColdest","minTempWarmest","monthCountByTemp10","thermicityIndex","IsDomesticated"
"Aepyceros_melampus",0.876726591485871,0.77107748594519,1.15475051025572,-1.07546497100637,0.511983856866205,0.895059052513197,-0.929072130090064,0.806742380976356,0.740646549110865,0.54349031624675,0.966516299834077,-0.0922877067798664,0.167284134930588,-0.452422769350086,0.77881542643224,0.138209805617361,-0.444192466526696,0.230622596124391,-0.449415282623214,-0.0468932786486002,0.547921348477024,0.343662854326112,-0.382344196207152,0.215663944908417,-0.205013935969864,1.20903990487261,0.593885360899299,0.54056785539141,0.911340973018003,-0.890963048529376,1.03079921933119,0.442165220937057,-0.734795247749637,-1.08686713831989,-0.0703115531643219,0.920910079748691,0.944740126281323,1.03633009108978,0.445711581001666,1.11846555136788,0.947557810027892,FALSE
"Alcelaphus_buselaphus",1.05272011378342,0.957341152142968,1.03020749640359,-0.946371512030263,0.982352142291062,0.991798260144456,-0.76153370923456,1.01438258639019,0.900503224390428,0.976066201142252,1.05909941764382,-0.172661259192253,0.109732247158012,-0.520099928974302,0.788878063071745,0.0503228744950759,-0.518129564532272,-0.308705165888535,0.0322655649867548,0.0140391054640375,0.60468018128451,0.169946963687135,-0.36329415729656,0.13582310270877,-0.39080767886324,1.3367988649864,0.94531757267954,0.988196654605368,0.925972910085203,-0.521885259620637,1.27358765070898,0.773371705825669,-0.855893943842006,-0.947824100419049,-0.104658164165461,1.16130759021681,1.17830183587094,1.09956178048517,0.901300145620352,1.09362866952454,1.10921116384159,FALSE
"Alcelaphus_caama",1.20678721021495,1.64986553369409,0.768266765735741,-0.723695567702874,1.48602491072228,0.950116665898283,-0.377693094905693,1.43762843233283,0.941310150860189,1.36042270382985,1.07463051015254,-0.697412383903743,-0.412917343320142,-0.637941424659189,1.93801458865855,-0.491181179996983,-0.675793077623638,-0.863406485227837,-0.514724527009636,0.034335731967515,0.673373510114145,0.130932326992469,-0.398000567176499,0.771795279338065,-0.486015069083857,1.52590275495482,1.13915978283472,1.58325715670065,1.53869837429495,-0.0658769112073484,1.66453255333326,1.37160417863209,-1.34160842947866,-0.718096102811891,-0.452454197430326,1.37179126531685,1.38310184519447,1.16293196155739,1.20956893641578,1.11840764314427,1.22542865745686,FALSE
"Alces_alces",-0.365255019868051,-1.04226829201482,-0.560526159685788,-0.143173711048156,-0.767895338155499,-0.096062256269924,-0.360580950211541,-0.991289198994487,0.0152027474464697,-0.671069747356367,-0.197283609331168,0.0955584410867953,-0.185138691111502,0.529205138975067,-0.825840001965804,-0.151369035231357,0.485528171923028,-0.0805003918904808,0.276030442435144,0.0308661869648741,-0.379249745741166,-0.305420339167716,0.399126228069371,-0.563760135305714,0.682929508745609,-0.767233370743398,-0.239143793866327,-0.760727607228071,-1.17551043914877,0.09195681785268,-0.800623378983241,-0.770604755950746,0.927920831019693,-0.145798421056056,-0.0579863157775572,-0.796277285843967,-0.842133743566565,-0.257038577089643,-0.637995308091557,-0.770935568484828,-0.639367101594484,FALSE
"Alces_americanus",-0.508545924201514,0.111041883663483,-0.494561204033468,0.281631765264863,-0.500270243896504,-0.48999190653592,0.366582204000584,-0.819160422887043,-0.335722059387118,-0.623537094258317,-0.465349318477538,0.0392231392610997,-0.244801586013355,0.593320523008515,-0.921336095814845,-0.209388633038578,0.567887826133622,0.0531959996741997,0.1724910586502,-0.0397702945597105,-0.521707735953422,-0.338870354132824,0.487295019589861,-0.517420017953139,0.461616960924433,-0.78116395531431,-0.5116498522458,-0.321531238177953,-0.484770905272603,0.566634237493467,-0.626707737548961,-0.700034639327589,0.567959770680697,0.318926573743597,-0.251864631441182,-0.851668240246104,-0.868501155925666,-0.469607311021614,-0.785172192430108,-0.75287028945428,-0.756415909037235,FALSE
"Ammotragus_lervia",0.986616450508926,0.138255854583395,0.960809104225516,-0.969338144861915,0.807870526154731,1.07040597230829,-0.984807709556138,0.705845853364691,1.07217111072788,0.864404248907851,1.02675990171519,-0.555044677124113,-0.500820620747408,-0.447021523174336,0.404726247715852,-0.577667215240949,-0.403114690807015,-0.699623173438488,-0.268234440331824,-0.266341073229221,0.491292602338184,0.329891787166773,-0.34260961693763,0.925715318286903,0.263394405471984,1.11487606985684,1.13755739228274,0.568344114555272,0.43166030882923,-0.7687868789489,0.956114570708798,0.93652683887768,-1.09107883840245,-0.972214950516058,-0.329546901850309,1.06978756962306,1.06377861974969,1.00145441808352,0.880385437978868,0.915913495185935,1.05744508990676,FALSE
"Antidorcas_marsupialis",1.17792313643522,1.37506969712095,0.830508539518489,-0.787802560559298,1.32122114296434,0.973600425056735,-0.517142726480304,1.38885329915546,0.926510421591873,1.25635206486984,1.07305129643823,-0.763279600312597,-0.522574484683043,-0.628000618042172,1.93774061343783,-0.612843163278262,-0.661354887981751,-0.816772084273069,-0.587366150249913,0.0266676158297715,0.703385059869219,-0.355657187551067,-0.436501845124887,0.603950241506078,-0.44408090594721,1.45653100177086,1.02979877990608,1.37078717317896,1.4679922393055,-0.258414624300765,1.54973887233894,1.34128914800323,-1.38005010362066,-0.778240796779797,-0.477667194413821,1.3323698144881,1.34459489363839,1.13930202627389,1.15516350247057,1.11232136584373,1.20660446226327,FALSE
"Antilocapra_americana",-0.0785300049051154,1.44720541059777,-0.00854874812011124,0.0413929209152613,0.255041521481278,-0.13790621651766,0.358736208383274,-0.324442159295174,0.0334757736387927,-0.06186908413008,-0.0637710930996758,-0.435475859259193,-0.485558745986562,-0.19182199676582,-0.408723862114343,-0.479693260444365,-0.197211202036236,-0.378419920609818,-0.258297852240527,-0.148650793789027,0.607125850829216,0.0613952141395726,-0.266815573563049,0.445398792850594,0.154045812554102,-0.391100661526261,-0.0105182632335832,0.583657579273399,0.309994030240369,1.07127366537755,0.0359019536112704,0.377245049807497,-0.70605899085157,0.0752661208302434,-0.417359166764919,-0.436303625970879,-0.510193579429016,-0.00021621503693446,-0.38791739217438,-0.308224448861755,-0.303724672937476,FALSE
"Antilope_cervicapra",1.16640617024979,0.413658374869618,0.220655298795145,-0.63077625310223,1.40435189034877,0.943126956565461,-0.420586306713689,1.31206273913207,0.986887346147084,1.38663285958951,1.01126062638937,0.14934721729368,1.05894911407037,-0.536674039825962,1.81124404873525,0.885408706192308,-0.499650381739887,-0.141315051949083,-0.435186274036238,-0.438622951674081,0.579546107268208,0.757515007145489,-0.385431534211176,0.629478639263716,-0.365544152730194,1.01594036907241,0.903635188857988,1.06626191787145,0.493482848068531,-0.0949523699882177,1.05855213436294,0.835722172156256,-0.519828911553748,-0.558363907049291,-0.0890535897614223,1.31663225167849,1.32947441338755,1.03548150555929,1.5472150596954,1.11846797798579,1.14466306591418,FALSE
"Axis_axis",1.11484160651681,-0.321471150340354,0.560801215670979,-0.944503795058212,0.919878669848042,1.09567697797473,-0.948056826478854,1.12293215300471,0.947024394031877,1.06041609050948,1.0887162114514,1.09345850745447,2.10053862454701,-0.391511621823819,1.18042505177525,1.92050895533847,-0.285134158014151,1.03704692063816,-0.169139875866264,0.00570960893122228,0.305004202363856,0.889897024590436,-0.301357242672322,0.0279125791118954,-0.0505029234671276,1.049798174093,0.703604489037986,0.460963260971004,0.255049849837595,-0.758745880192488,0.823266687526647,0.454110650430033,0.424538629584559,-0.916200786965205,0.70903738307091,1.24620908944378,1.26099092320859,1.07125719505885,1.24719305277673,1.11382564547059,1.17729164567897,FALSE
