"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",80934,"Neotragus moschatus",-3.55,39.7833
"3",80934,"Neotragus moschatus",-3.5,39.8333
"6",80934,"Neotragus moschatus",-0.2333,36.8167
"7",80934,"Neotragus moschatus",-3.4667,39.8333
"8",80934,"Neotragus moschatus",-16.83,33.27
"9",80934,"Neotragus moschatus",-16.48,32.78
"10",80934,"Neotragus moschatus",-2.5333,40.51667
"11",80934,"Neotragus moschatus",-0.45,36.83333
"12",80934,"Neotragus moschatus",-0.205993,37.236786
"14",80934,"Neotragus moschatus",29.3192390221487,-90.6949301924524
"15",80934,"Neotragus moschatus",-21.5,33
