"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",81104,"Capricornis swinhoei",24.375681,121.440842
"2",81104,"Capricornis swinhoei",24.237879,121.490947
"3",81104,"Capricornis swinhoei",24.244656,120.974731
"4",81104,"Capricornis swinhoei",23.476035,120.901355
"5",81104,"Capricornis swinhoei",23.474119,120.904683
"6",81104,"Capricornis swinhoei",23.475835,120.902008
"7",81104,"Capricornis swinhoei",23.464442,120.931055
"8",81104,"Capricornis swinhoei",23.5742,120.7809
"9",81104,"Capricornis swinhoei",24.173458,121.563547
"10",81104,"Capricornis swinhoei",24.220806,121.68775
"11",81104,"Capricornis swinhoei",23.221134,120.656016
"12",81104,"Capricornis swinhoei",23.964058,121.176943
"13",81104,"Capricornis swinhoei",24.055424,120.768237
"14",81104,"Capricornis swinhoei",23.135717,121.123602
"15",81104,"Capricornis swinhoei",24.204418,121.45115
"16",81104,"Capricornis swinhoei",23.996633,121.039309
"17",81104,"Capricornis swinhoei",22.812306,121.026074
"18",81104,"Capricornis swinhoei",23.203176,120.782445
"19",81104,"Capricornis swinhoei",24.1825,121.49364
"20",81104,"Capricornis swinhoei",22.47959,120.95114
"21",81104,"Capricornis swinhoei",24.21218,121.43108
"22",81104,"Capricornis swinhoei",24.17473,121.55756
"23",81104,"Capricornis swinhoei",24.49735,121.15969
"24",81104,"Capricornis swinhoei",24.03,121.15
"25",81104,"Capricornis swinhoei",24.023491,121.327874
"26",81104,"Capricornis swinhoei",24.228061,120.969519
"27",81104,"Capricornis swinhoei",23.463526,120.954179
"28",81104,"Capricornis swinhoei",23.333283,121.223843
"29",81104,"Capricornis swinhoei",24.287633,120.945069
"30",81104,"Capricornis swinhoei",24.373697,121.442505
