"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",80978,"Bison bison",37.7696506834359,-122.497619641033
"2",80978,"Bison bison",37.7694108153018,-122.482209289145
"3",80978,"Bison bison",44.544953110988,-110.490927940831
"4",80978,"Bison bison",37.9364517489465,-110.874421238467
"5",80978,"Bison bison",44.794238,-110.439814
"6",80978,"Bison bison",44.769919,-110.555621
"7",80978,"Bison bison",44.755575,-110.484464
"8",80978,"Bison bison",41.094988,-112.277438
"9",80978,"Bison bison",44.514753,-109.997325
"10",80978,"Bison bison",44.450352,-110.2369
"11",80978,"Bison bison",43.650694,-103.57473
"12",80978,"Bison bison",44.353276,-110.602974
"13",80978,"Bison bison",33.466953,-118.582487
"14",80978,"Bison bison",44.997385,-110.271475
"15",80978,"Bison bison",40.876293,-112.265172
"16",80978,"Bison bison",43.827744,-103.486176
"17",80978,"Bison bison",44.735549,-110.403572
"18",80978,"Bison bison",44.658173,-110.44604
"19",80978,"Bison bison",44.70411,-110.473873
"20",80978,"Bison bison",44.654698,-110.580524
"21",80978,"Bison bison",44.659598,-110.511128
"22",80978,"Bison bison",44.639861,-110.531027
"23",80978,"Bison bison",44.657912,-111.125287
"24",80978,"Bison bison",44.524443,-110.815263
"25",80978,"Bison bison",43.602284,-103.523336
"26",80978,"Bison bison",43.576838,-103.54697
"27",80978,"Bison bison",43.714564,-103.421113
"28",80978,"Bison bison",43.968776,-102.294593
"29",80978,"Bison bison",43.516444,-103.312307
"30",80978,"Bison bison",50.78935,-100.365319
"31",80978,"Bison bison",44.701349,-110.402171
"32",80978,"Bison bison",50.64551,-100.22139
"33",80978,"Bison bison",43.717523,-110.614786
"34",80978,"Bison bison",44.680377,-110.478311
"35",80978,"Bison bison",41.088523,-112.357018
"36",80978,"Bison bison",41.048926,-112.120334
"37",80978,"Bison bison",40.922843,-112.145949
"38",80978,"Bison bison",50.756192,-100.223546
"39",80978,"Bison bison",44.045891,-110.587714
"40",80978,"Bison bison",44.813653,-110.309171
"41",80978,"Bison bison",46.910757,-103.26301
"42",80978,"Bison bison",47.489347,-103.276254
"43",80978,"Bison bison",47.636149,-103.531247
"44",80978,"Bison bison",47.752972,-103.446889
"45",80978,"Bison bison",47.522452,-103.356108
"46",80978,"Bison bison",30.960616,-108.583239
"47",80978,"Bison bison",59.5121,-112.800894
"48",80978,"Bison bison",44.535407,-111.38671
"49",80978,"Bison bison",41.472413,-99.899473
"50",80978,"Bison bison",43.652518,-103.427607
"51",80978,"Bison bison",43.61599,-103.457533
"52",80978,"Bison bison",44.525239,-110.565799
"53",80978,"Bison bison",44.443167,-110.473176
"54",80978,"Bison bison",44.545191,-110.467148
"55",80978,"Bison bison",47.284778,-114.024103
"56",80978,"Bison bison",47.448299,-114.074878
"57",80978,"Bison bison",40.205959,-105.860238
"58",80978,"Bison bison",39.980809,-104.859144
"59",80978,"Bison bison",36.396222,-112.029894
"60",80978,"Bison bison",43.721089,-103.364361
"61",80978,"Bison bison",43.738557,-103.519368
"62",80978,"Bison bison",44.616116,-110.681383
"63",80978,"Bison bison",44.60097,-110.661319
"64",80978,"Bison bison",44.44526,-110.960295
"65",80978,"Bison bison",44.406335,-110.751943
"66",80978,"Bison bison",57.416129,-152.346462
"67",80978,"Bison bison",53.560915,-112.967467
"68",80978,"Bison bison",53.594161,-112.841474
"69",80978,"Bison bison",59.430246,-126.5342
"70",80978,"Bison bison",59.647996,-126.832123
"71",80978,"Bison bison",40.986424,-112.130809
"72",80978,"Bison bison",39.694622,-105.314001
"73",80978,"Bison bison",36.424559,-104.965888
"74",80978,"Bison bison",59.216648,-126.067639
"75",80978,"Bison bison",36.917585,-96.50937
"76",80978,"Bison bison",44.710148,-110.571659
"77",80978,"Bison bison",60.074127,-127.933735
"78",80978,"Bison bison",43.734512,-103.445737
"79",80978,"Bison bison",43.734013,-103.599123
"80",80978,"Bison bison",43.651333,-103.406615
"81",80978,"Bison bison",43.777037,-103.48593
"82",80978,"Bison bison",41.082574,-112.027906
"83",80978,"Bison bison",41.016169,-112.283643
"84",80978,"Bison bison",50.658859,-100.28653
"85",80978,"Bison bison",43.639673,-110.665031
"86",80978,"Bison bison",39.889087,-104.855667
"87",80978,"Bison bison",39.989159,-104.891237
"88",80978,"Bison bison",60.571894,-114.063788
"89",80978,"Bison bison",59.730137,-112.007959
"90",80978,"Bison bison",47.609015,-107.705439
"91",80978,"Bison bison",36.262584,-112.172715
"92",80978,"Bison bison",49.395744,-107.568428
"93",80978,"Bison bison",44.641786,-110.868843
"94",80978,"Bison bison",33.292338,-118.472803
"95",80978,"Bison bison",59.733897,-112.099267
"96",80978,"Bison bison",60.384046,-114.190382
"97",80978,"Bison bison",59.098848,-112.361489
"98",80978,"Bison bison",43.733448,-102.552447
"99",80978,"Bison bison",59.364354,-125.910355
"100",80978,"Bison bison",64.051982,-145.757452
"101",80978,"Bison bison",46.866667,-114.166667
"102",80978,"Bison bison",39.912865,-104.946755
"103",80978,"Bison bison",43.786799,-110.70363
"104",80978,"Bison bison",44.682752,-110.41307
"105",80978,"Bison bison",47.743979,-103.420918
"106",80978,"Bison bison",44.892173,-110.0358
"107",80978,"Bison bison",44.831368,-110.391352
"108",80978,"Bison bison",46.991038,-103.423074
"109",80978,"Bison bison",44.674211,-110.878028
"110",80978,"Bison bison",61.023347,-138.45698
"111",80978,"Bison bison",33.58423,-118.598744
"112",80978,"Bison bison",30.95738,-108.559257
"113",80978,"Bison bison",62.574735,-116.425377
"114",80978,"Bison bison",44.510122,-110.554091
"115",80978,"Bison bison",62.042736,-116.298313
"116",80978,"Bison bison",44.56117,-110.813797
"117",80978,"Bison bison",60.037632,-128.850802
"118",80978,"Bison bison",44.414327,-110.965538
"119",80978,"Bison bison",44.570848,-110.522877
"120",80978,"Bison bison",44.472366,-110.430326
"121",80978,"Bison bison",44.500948,-110.4129
"122",80978,"Bison bison",44.955072,-110.593311
